11-meterplet	straffesparksplet
undulat	selskabspapegøje;Melopsittacus undulatus
undvigemanøvre	undvigelsesmanøvre
undvigemanøvre	afværgemanøvre;undvigelsesmanøvre
ung	grøn
ungdom	unge
ungdommelig	ung
ungdommelig	juvenil
ungdomserindring	ungdomsminde
ungdomsforbryder	ungdomskriminel
ungdomsherberg	vandrerhjem
ungdomskriminel	ungdomsforbryder
ungdomslandshold	U-landshold
ungdomsminde	ungdomserindring
ungdomspension	pension
ungdomsprogram	ungdomsudsendelse
ungdomsår	ungdom
unge	rolling
ungkarl	alenemand;singlefyr
ungkarlepige	alenepige
ungkreatur	ungkvæg
ungkvæg	ungkreaturer
ungpigenavn	pigenavn
uniform	uniformering
unik	enkeltstående
unik	enestående;fantastisk
unika	unikum
unikum	ener
unikum	pragteksemplar;vidunder
unikum	unika
unilateral	ensidig
unionsborger	EU-borger
unipolar	unipolær
unisex	unisexmode
unison	enstemmig
unit	komponent
unit	atommasseenhed
univers	kosmos;verdensalt
univers	verden
universalitet	almengyldighed
universalløsning	universalmiddel
universalmiddel	universalløsning
universel	almengyldig;universal
universel	altomfattende;universal
universitet	uni
universitetsgrad	akademisk grad
universitær	akademisk
unormal	ualmindelig
unormalitet	anormalitet
unægtelig	ubestrideligt
unødig	ufornøden
unødvendig	unødig;upåkrævet
unøjagtig	upræcis
uomgængelig	uundgåelig
uomstødelig	uigendrivelig
uomtvistelig	indiskutabel
uopholdelig	uophørlig;uafbrudt
uopholdelig	omgående;øjeblikkelig
uophørlig	uafbrudt;uafladelig
uoplagt	energiforladt
uoplyst	uvidende
uopmærksom	distræt;ukoncentreret
uoprettelig	ubodelig;uigenkaldelig
uopsættelig	presserende
uorganiseret	udisciplineret;rodet
uorganisk	livløs
uortodoks	utraditionel;usædvanlig
uoverensstemmelse	modsætningsforhold;skærmydsel
uoverensstemmelse	forskel;modstrid
uoverlagt	uforsætlig;uagtsom
uoverskuelig	kompliceret
uoverstigelig	uoverkommelig
uovertruffen	suveræn;uforlignelig
uovervejet	uoverlagt
uovervindelig	uoverkommelig;uoverstigelig
uovervindelig	uimodståelig
upartisk	neutral
upasselig	utilpas;indisponeret
upassende	malplaceret;utilbørlig
upersonlig	anonym
uplettet	ulastelig;ren
upload	uploading;uploadning
uploading	upload;uploadning
uploadning	upload;uploading
upolitisk	ikkepolitisk
upraktisk	fummelfingret
uproblematisk	problemfri
uproportioneret	uforholdsmæssig;ude af proportioner
upræcis	unøjagtig
upåfaldende	almindelig;normal
upåklagelig	fejlfri;perfekt
upåklædt	nøgen
upåkrævet	unødig;unødvendig
upålidelig	utroværdig;uvederhæftig
upålidelig	ustabil
upåvirket	uanfægtet
urationel	irrationel
ureflekteret	uovervejet
uregelmæssig	uensartet
uregerlig	ustyrlig
uren	beskidt;smudsig
uren	syndig;utugtig
uren	ureglementeret
urenhed	smuds
uretfærdig	forkert
uretfærdighed	uret
urfjeld	grundfjeld
urfugl	Lyrurus tetrix;Tetrao tetrix
urhav	dyb
urigtig	usand;falsk
urigtig	forkert;ukorrekt
urin	tis;pis;vand
urinblære	blære
urindrivende	vanddrivende
urinere	tisse;pisse
urinforgiftning	uræmi
urinsekt	Entognatha
urinstof	karbamid
urkapsel	kapsel
URL	internetadresse
urmager	urmagerbutik
urnehal	kolumbarium
urnordisk	fællesnordisk
uro	urolighed
uro	ængstelse
uro	mobile
urobetjent	uro'er
uroelement	ballademager;urostifter
urokkelig	klippefast;ufravigelig
urokkelighed	standhaftighed
urokse	Bos primigenius
urolig	ængstelig
uromager	urostifter;ballademager
urostifter	ballademager
urovækkende	foruroligende
ursuppe	dyb
urtepotteskjuler	skjuler
urutineret	uerfaren
urytmisk	arytmisk
uræmi	urinforgiftning
urørlig	ubevægelig
urørlig	uovertruffen
urørlig	uovervindelig
urørt	uberørt
usand	urigtig;falsk
usandfærdig	usand
usandfærdig	løgnagtig
usandfærdighed	løgn;urigtighed
usandfærdighed	løgnagtighed
usandsynlig	udpræget;utrolig
usanselig	immateriel;uhåndgribelig
USB	universel seriel bus
usb-nøgle	usb-stik;usb-disk;usb-drev;USB
usb-port	usb-stik
usb-stik	usb-port;USB
usb-stik	usb-nøgle;usb-disk;usb-drev;USB
uselvisk	uegennyttig;altruistisk
uselviskhed	altruisme
usentimental	nøgtern
uset	ubemærket
usigelig	ubeskrivelig
usigtbar	uklar;grumset
usikker	uvis
uskadelig	ufarlig;harmløs
uskadt	helskindet;velbeholden;hel
uskarp	utydelig;uklar
uskarp	sløv
uskik	uvane;uting
uskikket	uegnet
uskyld	uskyldighed
uskyldig	sagesløs
uskyldig	uberørt;jomfruelig
uskyldig	harmløs
uskyldighed	uskyld
uskøn	grim;hæslig
usling	nidding
usmagelig	forargelig;smagløs
usmagelig	grim;smagløs
usmagelighed	smagløshed
usmart	kikset;kluntet;ufiks
usmart	umoderne;kikset
usmidig	ufleksibel
usocial	uselskabelig
usocial	usolidarisk;asocial
usoigneret	uplejet
uspændende	kedsommelig;kedelig
uspændende	kedelig;uinteressant;farveløs
uspændende	kedelig;karakterløs
ussel	elendig
ussel	sølle
ustabil	labil;instabil
ustabilitet	instabilitet
ustadig	foranderlig;omskiftelig
ustandselig	uafbrudt;konstant
ustyrlig	uregerlig;balstyrisk
usund	sundhedsfarlig
usvigelig	trofast;urokkelig
usvækket	uformindsket;urokket
usymmetrisk	asymmetrisk
usympatisk	utiltalende
usædelig	utugtig;uterlig
usædvanlig	ualmindelig
usædvanlig	meget;ualmindelig(t)
utallig	talløs;et utal af
utallig	talstærk
utalt	utallig;talrig
uterlig	usædelig
uterus	livmoder
utidig	malplaceret;upassende
utidssvarende	umoderne
utilbørlig	upassende
utilgivelig	uundskyldelig
utilgivelig	meget;utrolig(t)
utilgængelig	ufremkommelig
utilgængelig	uforståelig
utilgængelig	uimodtagelig
utilitarisme	nyttemoral
utilladelig	utilstedelig
utilnærmelig	tilknappet
utilnærmelig	utilgængelig
utilpas	skidt;sløj
utilsløret	åbenlys
utilstedelig	utilladelig
utiltalende	usympatisk
uting	uskik
utro	troløs;svigefuld
utroværdig	upålidelig
utrum	fælleskøn;genus commune
utryg	beklemt
utrættelig	utrættet
utrættet	utrættelig
utrøstelig	trøstesløs
utugt	usædelighed
utvetydig	entydig
utvivlsom	given;oplagt
utvivlsom	givetvis;uden tvivl
utvungen	tvangfri
utællelig	talrig
utæt	læk
utålelig	ulidelig;uudholdelig
utålsom	intolerant;ufordragelig
uudgrundelig	gådefuld
uudholdelig	utålelig;ulidelig;ubærlig
uudslukkelig	vedvarende;bestandig
uudtømmelig	utømmelig
uundgåelig	uundvigelig
uundvigelig	uundgåelig
uundværlig	obligat
uvederhæftig	upålidelig;uærlig
uvedkommende	irrelevant;ligegyldig
uvelkommen	uønsket
uven	fjende
uvenlig	afvisende;uhøflig
uventet	uforudset
uv-filter	ultraviolet filter
uvildig	neutral
uvilje	modvilje
uvilje	ulyst
uvilkårlig	uforsætlig
uvilkårlig	ufrivillig
uvillig	modvillig
uvirksom	passiv
uvirksomhed	inaktivitet
uvis	usikker;ukendt
uvis	usikker
uvished	usikkerhed
uvurderlig	dyrebar
uvægerligt	uundgåeligt;nødvendigvis
uvæsen	uorden
uvæsentlig	betydningsløs;uvigtig
uægte	falsk;fake
uægte	uægteskabelig
uægteskabelig	uægte
uærlig	uhæderlig;uredelig
uæstetisk	uskøn;grim
uønsket	utilsigtet
uønsket	uvelkommen
vaccination	vaccinering
vaccinering	vaccination
vad	vadested
vade	jokke
vade	træde
vadefugl	Charidrii
vadested	vad
vaffel	isvaffel
vaffelis	isvaffel
vag	uklar;usikker
vag	vattet;holdningsløs
vagabond	landstryger
vagina	skede
vaginisme	skedekrampe
vagtel	Coturnix coturnix
vagtlæge	lægevagt
vagtskema	vagtplan
vagtskifte	vagtafløsning
vajd	farvevajd;Isatis tinctoria
vakkelvorn	leddeløs
vakkelvorn	skrøbelig;usikker
vaks	kvik
vakuum	tomrum
val	slagmark;valplads
valdhorn	horn
valdrap	skaberak
valen	lunken;passiv
valfart	pilgrimsrejse
valfartssted	pilgrimsmål
valg	valgmulighed
valgberettiget	stemmeberettiget
valgboks	stemmeboks
valgboks	stemmeurne;stemmeboks
valgkreds	opstillingskreds
valgliste	kandidatliste;opstillingsliste
valglokale	stemmelokale
valgoplæg	valgprogram
valgprocent	stemmeprocent
valgprogram	valgoplæg
valgprogram	valgudsendelse
valgresultat	afstemningsresultat
valgsprog	motto;devise
valgsted	afstemningssted
valgstedsmåling	exitpoll
valgudsendelse	valgprogram
valgurne	stemmeurne
valmue	Papaver
valnød	valnøddekerne
valnøddeolie	nøddeolie
valnøddetræ	Juglans regia
valnøddetræ	nøddetræ
valplads	slagmark;val
valplads	slagmark;kampplads
valse	rulle
valsetakt	trefjerdedelstakt
valutabeholdning	international likviditet
valutakasse	valutabeholdning;valutareserve
valutakurs	kurs
valutareform	pengereform
valutareserve	international likviditet
valutaunion	møntunion
valørdag	valørdato
valørdato	valørdag
vammel	kvalmende
vammelsød	vammel
vampyr	Desmodontinae
vand	urin
vand	fostervand
vandafvisende	vandskyende
vandaks	Potamogeton
vandbaseret	på vandbasis
vandbøffel	indisk bøffel;Bubalus bubalus
vanddrivende	urindrivende
vandel	livsførelse
vandet	udvandet
vandet	tynd
vandfarve	akvarelfarve
vandflade	vandoverflade
vandfly	vandflyver;vandflyvemaskine
vandflyvemaskine	vandflyver
vandflyver	vandfly;vandflyvemaskine
vandhane	hane
vandhjul	møllehjul
vandhul	vandingssted;vandingshul
vandhul	vandingshul;vandingssted
vandhøne	Rallidae
vanding	vandingssted;vandingshul
vandingshul	vandingssted
vandingshul	vandhul;vandingssted
vandingssted	vandingshul;vandhul
vandkalv	Dytiscidae
vandkant	strandkant
vandkloset	wc
vandkraftværk	vandkraftstation
vandland	badeland
vandloppe	Copepoda
vandmand	øregople;Aurelia aurita
vandmand	vandbærer
vandmelon	Citrullus vulgaris
vandmåler	regnmåler
vandnymfe	Zygoptera
vandoverflade	vandflade
vandpest	Elodea canadensis
vandpost	post
vandpumpetang	papegøjetang;polygriptang
vandranunkel	Batrachium
vandre	migrere
vandreblok	erratisk blok
vandrefalk	Falco peregrinus
vandreklit	mile
vandrer	vandrende;vandringsmand
vandrerhjem	ungdomsherberg;herberg
vandret	horisontal
vandrikse	Rallus aquaticus
vandring	migration
vandringsmand	vandrer
vandscooter	jetski
vandside	søside
vandskræk	hydrofobi
vandskyende	vandafvisende
vandstær	Cinclus cinclus
vandsvulst	cyste
vandtæt	uangribelig;uanfægtelig
vandvej	søvej
vandværk	vandforsyningsanlæg
vanedannende	tilvænnende
vanedyr	vanemenneske
vanemenneske	vanedyr
vanhellig	profan;blasfemisk
vanhellige	profanere;bespotte
vaniljebudding	gul budding
vanke	falde af
vankelmod	vankelmodighed
vankundig	uvidende;uoplyst
vanlig	sædvanlig
vanligvis	sædvanligvis
vanry	miskredit
vanrøgt	misrøgt
vanrøgte	misrøgte
vansire	skamfere
vanskabning	misfoster
vanskabt	misdannet
vanskelig	svær
vanskelig	næsten ikke;næppe
vanskeliggøre	besværliggøre
vanskelighed	problem;besværlighed
vanskelighed	sværhed
vanskæbne	krank skæbne
vant	sædvanlig;vanlig
vante	luffe
vantrives	mistrives
vantro	mistro
vantro	hedenskab
vantro	mistroisk
vantro	hedensk
vanvid	galskab;sindssyge
vanvid	galskab;dårskab
vanvidsidræt	vanvidssport;ekstremsport
vanvittig	sindssyg;gal
vanvittig	tåbelig;meningsløs;afsindig
vanvittig	utrolig;afsindig
vappe	daske
varan	Varanidae
varebil	varevogn
varedeklaration	deklaration
varefremstilling	vareproduktion
varekørsel	varetransport
varelager	lager
varelager	lagerbygning;lagerrum
varemærke	kendetegn
vareproduktion	varefremstilling
varetage	sørge for
varetransport	varekørsel
varetægtsarrestant	varetægtsfange
varetægtsfange	varetægtsarrestant
varetægtsfængsel	varetægtsarrest
varevogn	varebil
variabel	foranderlig;skiftende
variabel	justerbar
variant	variation
variation	afveksling
variation	variant
variere	veksle;skifte;svinge
varietéforestilling	varieté
varietet	variant
varig	vedvarende;permanent
varighed	udstrækning
varmblodet	varmblodig
varmblodig	varmblodet
varme	lune
varmeanlæg	opvarmningsanlæg
varmebølge	hedebølge
varmeenergi	indre energi;termisk energi
varmefylde	specifik varmekapacitet
varmegrad	plusgrad
varmeledning	varmerør
varmelære	termodynamik
varmerør	varmeledning
varmestråling	infrarødt lys;infrarød stråling
varmetillæg	varmetilskud
varmetilskud	varmetillæg
varmforzinkning	varmgalvanisering
varmgalvanisering	varmforzinkning
varmtfølt	dybfølt
varpe	vappe
varsel	omen
varsel	frist
varsle	bebude;spå
varsle	meddele;advisere
varsom	forsigtig
varsom	forsigtig;skånsom
varsomhed	forsigtighed;delikatesse
varsomhed	forsigtighed;skånsomhed
varyler	baryler;slyngel
vasalstat	lydstat;vasal
vaskebjørn	Procyon lotor
vaskebræt	sixpack
vaskeægte	uforfalsket
vatnisse	vatpik
vatpik	vatnisse;pjok
vattersot	ødem
vattet	veg;slap
vattæppe	vatteret tæppe
ved	fat;fast
ved	på nippet til
vedbend	efeu;hedera;Hedera helix
vederfares	times;hænde
vederhæftig	pålidelig;troværdig
vederlagsfri	gratis
vederstyggelig	afskyelig;modbydelig
vedhæng	appendiks
vedkende	vedgå;vedstå
vedkomme	komme ved;angå
vedkommende	pågældende
vedkommende	(den) pågældende
vedligehold	vedligeholdelse
vedligeholde	holde ved lige
vedligeholdelse	vedligehold
vedrøre	angå
vedrøre	vedkomme;angå
vedrørende	angående;i forbindelse med
vedrørende	med hensyn til;hvad angår
vedstå	vedgå
vedstå	stå ved
vedtage	modtage
vedtægt	statut
vedvarende	stedsevarende
veg	karakterløs;vattet
veg	svag;slap
vegetar	vegetarianer
vegetarianer	vegetar
vegetarianisme	vegetarisme
vegetariansk	vegetarisk
vegetarisk	vegetariansk
vegetarisme	vegetarianisme
vegetarkost	vegetarmad
vegetarmad	vegetarkost
vegetation	plantevækst
vejbane	spor;vognbane
vejbane	kørebane
vejbeliggenhed	vejgreb
vejbred	glat vejbred;kæmper;Plantago major
vejbred	Plantago
vejbump	bump
vejbyggeri	vejbygning
vejbygning	vejanlæg;vejbyggeri
vejfest	gadefest
vejgreb	vejkontakt
vejkant	vejside
vejkontakt	vejgreb
vejkryds	kryds
vejlede	rådgive
vejleder	rådgiver
vejleder	studievejleder
vejledning	rådgivning
vejledning	brugsanvisning
vejnet	vejsystem
vejnummer	husnummer
vejrbestandig	vejrfast
vejre	få færten af
vejret	vejrettighed
vejrfast	vejrbestandig
vejrhane	vendekåbe
vejrprognose	vejrudsigt
vejrsatellit	meteorologisk satellit
vejrskift	vejrskifte
vejrskifte	vejrskift
vejrtrækning	åndedræt;respiration
vejrtrækningsbesvær	vejrtrækningsproblem
vejrtrækningsproblem	vejrtrækningsbesvær
vejrtrækningsøvelse	åndedrætsøvelse
vejrudsigt	vejrprognose
vejside	vejkant
vejskilt	færdselstavle
vejsystem	vejnet
vej-T	T-kryds
veksel	dyreveksel
vekseldrift	omdrift
vekselspil	alternation
vekselstrøm	vekselspænding
vekselvarm	koldblodet
veksle	variere;skifte
veksle	omveksle
veksle	udveksle;bytte
vel	godt
vel	velvilligt
vel	lovlig
vel	udmærket;meget vel
vel	da;forhåbentlig
vel	(sandt) nok;ganske vist
vel	gu
vel	okay;aha;javist
velafbalanceret	afbalanceret
velaflagt	godt aflagt;velstillet;velstående
velan	nuvel;godt
velanbragt	velplaceret
velanset	anset
velanskreven	estimeret
velanstændig	anstændig
velartikuleret	velformuleret
velassorteret	velforsynet
velbefindende	velvære
velbegavet	godt begavet;kvik
velbegrundet	velmotiveret
velbeholden	uskadt;i god behold
velbekomme	værsgo
velbyrdig	velbåren
velbåren	velbyrdig
velcrobånd	burrebånd
velcrolukning	burrelukning;velcrolukke
veldrejet	velskabt
velduftende	vellugtende
veldædig	velgørende;godgørende
velestimeret	anset;agtet
velformulerende	velformuleret
velfriseret	pæn
velfriseret	nydelig
velfærdssamfund	velfærdsstat
velfærdsstat	velfærdssamfund
velgørende	dejlig;rar
velgørende	godgørende;veldædig
velgørenhed	godgørenhed
velhavende	formuende
velhaverghetto	rigmandsghetto
velhaverkvarter	rigmandskvarter
velhaverkvarter	velhaverghetto
velhavervilla	rigmandsvilla
velinformeret	velunderrettet
velkomstkomité	modtagelseskomité
velkonserveret	velpræserveret
velkørende	velfungerende
vellidt	afholdt;populær
vellugt	duft
vellugtende	velduftende
vellykket	heldig;god
vellyst	begær
vellystig	lysten
vellystning	libertiner
velmagtsdage	glansperiode;storhedstid
velmenende	velment
velmeriteret	velestimeret
velmotiveret	topmotiveret
velmotiveret	velbegrundet
velocipede	væltepeter
velodrom	cykelbane
veloplagt	oplagt
veloplyst	velinformeret;velorienteret
velorganiseret	veltilrettelagt
velplaceret	velanbragt
velplejet	velpasset
velplejet	velsoigneret
velsagtens	formodentlig;antagelig
velset	velkommen;populær
velsigne	signe
velsigne	indvie;hellige
velsigne	bifalde;godkende
velsignelse	helligelse
velsignelse	godkendelse;billigelse
velsignet	herlig
velsitueret	velstillet
velskabt	veldrejet
velsoigneret	velplejet
velstillet	velhavende;velsitueret
velstående	velhavende;velstillet
veltalende	elokvent
veltalenhed	elokvens
veltilpas	tilpas
veltilrettelagt	velorganiseret
veltrimmet	toptrimmet
veltrænet	toptrænet
veludført	velgjort
veludrustet	veludstyret
veludstyret	veludrustet
velunderrettet	velinformeret
velvilje	imødekommenhed
velvillig	imødekommende
velvære	velbefindende
velynder	mæcen
velærværdighed	højærværdighed
vemod	vemodighed
ven	kammerat;veninde
ven	kæreste
vend	vending
vendehals	Jynx torquilla
vending	drejning
vending	vend
venlig	rar;sød
vennegruppe	vennekreds
vennekreds	venneskare;vennegruppe
vennepris	favørpris
venneskare	vennekreds
venskabelig	fordragelig
venstreblad	venstreavis
venstredrejet	venstreorienteret
venstrefløjsparti	venstreparti
venstrehåndet	kejthåndet
venstrehåndsskytte	linksskytte
venstreorienteret	socialistisk;venstredrejet
venstreparti	socialistparti;venstrefløjsparti
venstresnoet	venstreorienteret;venstredrejet
venstresving	venstredrejning
venteliste	ekspektanceliste
ventetøj	graviditetstøj;omstændighedstøj
ventilation	udluftning
ventilationskanal	udluftningskanal
ventilator	vifte
ventilere	lufte
ventrikel	hjertekammer
ventrikel	mavesæk
ventrilokvist	bugtaler
venushår	Adiantum
verbal	udsagnsled;verballed
verbal	sproglig
verbalisere	sætte ord på
verbum	udsagnsord
verden	jorden
verden	univers
verden	mangfoldighed
verdensalt	univers;alt
verdensberømt	verdenskendt
verdensberømthed	verdensberømmelse
verdensborger	kosmopolit
verdensby	metropol
verdensfirma	multinationalt firma
verdensfjern	livsfjern;virkelighedsfjern
verdensformat	verdensklasse
verdenshav	ocean
verdenskendt	verdensberømt
verdensomfattende	verdensomspændende
verdensomspændende	global;verdensomfattende
verdenspolitik	storpolitik
verdensrum	rum
verdensrum	univers
verdensry	verdensberømmelse
verdensur	astronomisk ur
verdslig	sekulær;profan
verdsliggøre	sekularisere
verdsliggørelse	sekularisering
verificere	bekræfte
veritabel	uforfalsket;egentlig;sand
vers	strofe
vers	verselinje
verselære	metrik
versemål	metrum
versere	herske
versere	køre
verslinje	vers
versus	over for;kontra
vertikal	lodlinje
vest	vesten
vestabe	Ceboidea
vesten	vest
vesterland	vesten
vesterlandsk	occidental
vesterud	vestpå
vestover	vestpå
vestre	vestlig
veteran	krigsveteran
veto	vetoret
vetoret	veto
via	over;gennem
via	gennem
via	ved hjælp af;gennem
via	gennem;ved hjælp af
vibe	Vanellus vanellus
vibefedt	Pinguicula vulgaris
vibeæg	Fritillaria meleagris
viceformand	næstformand
viceinspektør	vicer
viceskoleinspektør	viceinspektør
victoriansk	bornert
vid	åndfuldhed
vid	udstrakt
vid	rummelig
vide	ane
vide	vide af
vide	formå;finde ud af at
videbegær	videbegærlighed;videlyst
videbegærlighed	videbegær
videlyst	videbegær
viden	vidende;kendskab
vidende	lærd;belæst;klog
vidensarbejder	vidensmedarbejder
vidensintensiv	videnstung
vidensmedarbejder	vidensarbejder
videnstung	vidensintensiv
video	videofilm
video	musikvideo
video	videomaskine;videobåndoptager;videooptager
videobutik	videoforretning
videobånd	videokassette
videobåndoptager	video
videofilm	video
videofon	billedtelefon
videoforretning	videobutik
videojockey	vj
videokamera	videooptager
videokassette	videobånd
videomaskine	video
videoprogram	videofilm
videotelefon	billedtelefon
videre	yderligere;fortsat
videre	særlig;bemærkelsesværdig
videreføre	føre videre
videregive	give videre
videresælge	sælge videre
viderværdighed	genvordighed;trængsel
vidtberejst	vidt berejst
vidtberømt	vidt berømt
vidtforgrenet	vidt forgrenet
vidtgående	drastisk;radikal
vidtrækkende	langtrækkende
vidtspredt	vidt spredt
vidtåben	vidt åben
vidunder	pragteksemplar
vidunder	mirakel
vidunderlig	dejlig;skøn
vidunderlig	underfuld
vidundermiddel	mirakelmiddel
vidvinkel	vidvinkelobjektiv
vidvinkelobjektiv	vidvinkel
vie	formæle;ægtevie
vie	indvie
vie	hellige
vie	ordinere;indvie
vielse	vielsesceremoni;formæling
vielse	ordination
