11-meterplet	straffesparksplet
kupé	togkupé
kuperet	bakket
kuplet	kuppelformet
kupmager	oprører
kupon	slip;talon
kuponrente	nominel rente
kuppel	knold
kuppelformet	kuplet
kurator	bobestyrer
kurator	udstillingsarrangør
kure	rutsje
kurere	afvænne
kuriositet	kuriosum
kuriosum	kuriositet
kursist	kursusdeltager
kursliste	børsliste
kursorisk	flygtig
kursusdeltager	kursist
kursusejendom	kursuscenter
kurtisane	demimonde
kurv	madkurv
kurv	blomsterkurv
kurvand	mineralvand
kurvemager	kurvefletter
kurvplante	kurvblomst;Compositae;Asteraceae
kusse	fisse
kussehår	mulehår;hårsbredde;my
kutling	Gobiidae
kutte	munkekutte;munkekappe
kutyme	sædvane;skik og brug
kuvert	konvolut
kuvertere	konvolutere
kvabset	dellet
kvabtorsk	klaptorsk;idiot
kvader	kvadersten
kvadratrod	anden rod
kvaj	kvajhoved;kvajpande;fjols
kvajeblæk	korrekturlak
kvajhoved	kvaj;kvajpande;fjols
kvajpande	fjols;fæhoved
kval	bøvl
kval	pine;vånde
kvalfuld	pinefuld
kvalificering	kvalifikation
kvalifikation	kvalificering
kvalifikation	kval;kvalificering
kvalifikationskamp	kvalkamp
kvalifikationsspil	kvalifikationsturnering
kvalifikationsturnering	kvalifikationsspil;kvalturnering
kvalitativ	kvalitetsmæssig
kvalitet	beskaffenhed
kvalitetsbedømme	kvalitetsvurdere
kvalitetsbetonet	kvalitetspræget
kvalkved	Viburnum opulus;ulvsrøn
kvalme	brækfornemmelse
kvan	Angelica archangelica
kvanrod	angelikarod
kvantificerbar	målbar;målelig
kvantitativ	mængdemæssig
kvantumsrabat	mængderabat
kvart	kvarter
kvartal	fjerdingår
kvartalsrapport	kvartalsregnskab
kvartalsregnskab	kvartalsrapport
kvartalsvis	kvartårlig
kvarter	kvart
kvartermester	understyrmand
kvartformat	kvart
kvartmil	fjerdingvej
kvartærtid	kvartær
kvartårlig	kvartalsvis
kvast	dusk;visk
kveller	Salicornia europaea
kvidder	fuglekvidder
kvidren	fuglekvidder
kvik	vaks;rap;opvakt
kvik	rask;vims
kvikgræs	kvik;almindelig kvik(græs);senegræs;Elymus repens
kviksølv	temperaturen
kvindebedårer	don juan;hjerteknuser
kvindedrab	kvindemord
kvindeemancipation	kvindefrigørelse
kvindefodbold	damefodbold
kvindeforagt	misogyni
kvindeforkæmper	kvindesagsforkæmper;feminist
kvindefrigørelse	kvindeemancipation
kvindehad	misogyni
kvindehader	misogyn
kvindehold	damehold
kvindehåndbold	damehåndbold
kvindejagt	pigejagt
kvindekor	damekor
kvindekær	pigeglad
kvindelandshold	damelandshold
kvindelighed	femininitet
kvindemord	kvindedrab
kvindestemme	damestemme
kvindetække	dametække;pigetække
kvindetøj	dametøj
kvitte	opgive;droppe
kvittering	bon
kvittering	tilkendegivelse;gengældelse
kvm	m2
kvotient	gennemsnit
kvæde	kvædetræ;Cydonia oblonga
kvæg	hornkvæg;Bos taurus
kvæghold	kreaturhold
kvækerfinke	Fringilla montifringilla
kvæle	kværne
kvælergreb	kvælertag
kvælerslange	Boidae
kvælertag	kvælergreb
kvælstof	nitrogen
kvælstof	kvælstofforbindelse
kvælstofbinding	kvælstoffiksering
kvælstofdioxid	nitrogendioxid
kvælstofilter	kvælstofoxider;nitrøse gasser
kværne	knevre;plapre
kværulant	brokkehoved;brokker
kværulanteri	brokkeri
kværulere	brokke sig
kvæste	såre
kvæsurt	Sanguisorba
kyle	smide
kylling	kryster
kyllingeagtig	krysteragtig
kyllingemor	hønemor
kyllingemor	kunstig kyllingemor
kynisk	følelseskold;rå;hensynsløs
kysk	ærbar;dydig
kystklima	oceanisk klima
kystzone	kystområde
kz-lejr	koncentrationslejr
kæbeknogle	kæbeben
kæbepose	kindpose
kæde	trend
kædehus	kædevilla
kædeproces	kædereaktion
kædereaktion	kædeproces
kædesav	motorsav
kædevilla	kædehus
kæfert	rus;brandert
kæk	djærv
kæl	kæleri;kælen
kælder	kælderetage
kælder	kælderrum
kælderetage	underetage
kælderrum	kælderlokale
kæle	kræse
kælebarn	kæledægge
kæledægge	øjesten;kælebarn
kælen	kæleri;kæl
kælk	slæde
kælling	strigle
kælling	madamme
kællingetand	almindelig kællingetand;Lotus corniculatus
kæltring	halunk;sjover
kæmpe	gigant;mastodont
kæmpe	rise
kæmpe	slås;strides
kæmpe	dyste;slås
kæmpe	slås
kæmpe	kæmpemæssig;kolossal;gigantisk
kæmpeblæksprutte	Architeuthis
kæmpebrøler	kæmpebommert
kæmpefavorit	storfavorit
kæmpehit	kanonhit;megahit;monsterhit
kæmpehøj	kæmpegrav
kæmpeidiot	kraftidiot;jubelidiot
kæmpemæssig	kolossal
kæmpestjerne	kæmpe
kæmpestor	kæmpe
kæmpestøvbold	Calvatia gigantea;Langermannia gigantea
kænguru	Macropodinae
kæntre	kuldsejle
kæphøj	kry
kær	dam
kær	nuttet;sød
kær	søde
kære	kæremål
kære	påkære
kæremål	kære
kæreste	kæresterere
kæresterere	kæreste
kærhøg	Circus
kærlighedsakt	samleje;kønsakt
kærlighedsfrugt	litchi
kærminde	vårkærminde;Omphalodes verna
kærmysse	Calla palustris
kærsanger	Acrocephalus palustris
kæruld	Eriophorum
kætter	hæretiker
kættersk	hæretisk
kævle	trækævle
kø	billardkø
købe	æde
købedygtig	købekraftig
købekraftig	købedygtig
køberet	købsret
køberet	købsret;forkøbsret
købmand	urtekræmmer
købmand	købmandsforretning
købmand	handlende
købmandshandel	købmandsforretning
købmandsskole	handelsskole
køb og smid væk-samfund	brug og smid væk-samfund
købslå	tinge;prutte
købsret	køberet
kød	legeme
kød	frugtkød
kødelig	kropslig;seksuel
kødfarvet	hudfarvet
kødfuld	kødet
kødhakkemaskine	kødmaskine
kødhakker	kødmaskine
kødløs	fad
kødmaskine	kødhakker;kødhakkemaskine
kødnål	grillnål
kødpålæg	viktualier;charcuteri
kødsaft	saft
kødædende	carnivor
kødæder	carnivor;rovdyr
køgenser	køgebo
køjeseng	etageseng
køkkenassistent	køkkenmedhjælper
køkkenchef	chefkok
køkkendør	bagdør
køkkenmaskine	foodprocessor
køkkenmedhjælper	køkkenassistent
køkkentrappe	bagtrappe
køkkentøj	køkkenting
køkkenudstyr	køkkengrej
køkkenur	minutur
køkkenø	kogeø
køleanlæg	kølehus
kølebil	kølevogn
kølergitter	kølergrill;frontgrill;grill
kølergrill	kølergitter
kølerhjelm	motorhjelm
køleskab	køler
kølevogn	kølebil
kølig	reserveret;distant
kølle	maltkølle
køllebille	Pselaphidae
køllesvinger	golfspiller
køllesværmer	Zygaenidae
kølne	kølnes
kølne	dæmpe
kølnervand	eau de cologne
køn	genus
køn	pæn
kønsbehåring	kønshår;pubeshår
kønscelle	gamet
kønsdel	genitalier
kønshår	pubeshår
kønskrans	mødom;jomfruhinde;hymen
kønslem	mandslem
kønslig	seksuel
kønslæbe	skamlæbe
kønsmoden	forplantningsdygtig
kønsmoral	seksualmoral
kønssygdom	sexsygdom;venerisk sygdom
kønsvorte	kondylom
køre	kværne
kørebane	vejbane
kørebane	vognbane
kørekort	førerbevis
kørepenge	kørselspenge;kørselsgodtgørelse
køreprøvesagkyndig	motorsagkyndig
køreskole	trafikskole
kørestol	rullestol
kørselsfradrag	befordringsfradrag;transportfradrag
kørselsgodtgørelse	kørepenge;kørselspenge
kørselspenge	kørepenge
kørselsretning	køreretning
kørvel	havekørvel;Anthriscus cerefolium
kåd	overgiven;overstadig
kål	Brassica
kålhøgen	kæphøj
kålrabi	kålroe;Brassica napus napobrassica;Brassica napus rapifera
kålrabi	knudekål;glaskål
kålsommerfugl	Pieris
kår	levevilkår
laban	rod
labbe	vappe;stikke;lange
labbe	lunte;traske;sjokke
label	etiket
label	plademærke
labial	læbelyd
labil	ustadig
laborator	laboratoriechef;laboratorieleder
labrador	labrador retriever
labyrint	jungle
labyrint	det indre øre
labyrintfisk	Anabantoidei
lad	doven
ladcykel	transportcykel
lade	ladebygning
lade	virke;synes
lade	medgive;tilstå
lade	laste
ladebygning	lade
ladegård	avlsgård
ladeplads	lasteplads
lader	oplader
ladestander	ladestation
ladestation	dockingstation;dock
ladning	læs;last
ladning	lastning
ladning	elektrisk ladning
ladsiggørlig	mulig;gørlig;praktisabel
lagengymnastik	sex
lager	lagerbygning;lagerrum
lager	depot
lager	forråd
lager	hukommelse
lagerarbejder	lagermedarbejder
lagerbygning	lager
lagerlokale	lagerrum;lager
lagerrum	lager;lagerlokale
lagerøl	bajersk øl;lager
lagkage	lagkagediagram;cirkeldiagram
lagkagediagram	lagkage;cirkeldiagram
lagkagekomik	falde på halen-komik
lagre	oplagre
laissez faire	laden stå til
lakridsplante	Glycyrrhiza glabra
lakridsstang	stanglakrids
laks	Salmo salar
laksativ	afføringsmiddel
laksefarvet	lakserød
laksefisk	Salmonidae
laksefisk	Salmoniformes
laktose	mælkesukker
lam	lammekød
lama	Lama glama
lamaisme	tibetansk buddhisme
lambertsnød	Corylus maxima
lamentation	jammer
lamentere	begræde
lamentoso	lamentabile
lamme	paralysere
lammekam	lammeryg
lammetæv	tæsk
lampe	kontrollampe
lampret	Petromyzontidae;niøje
lancere	introducere
lancier	les lanciers
land	stat;nation
land	befolkning
landbrug	landvæsen
landbrug	bedrift;gård
landbruger	landmand
landbrugskollektiv	kollektivbrug
landbrugsområde	landbrugsareal
landbrugsprodukt	landbrugsvare
landbrugsproduktion	jordbrugsproduktion
landbrugssamfund	agrarsamfund
landbrugsvare	landbrugsprodukt
landbrugsvikar	husbondafløser
landbrugsøkonomi	landøkonomi
lande	havne
landevej	amtsvej
landevejscykel	ryttercykel;racercykel
landevejsridder	vagabond
landevejsrøver	stratenrøver
landflygtighed	eksil;forvisning
landgang	landgangsbro
landgangsbro	landgang
landgangsbro	anløbsbro
landingsbane	startbane
landingsplads	landingssted
landlig	rustik
landløber	nasturtie;blomsterkarse;tallerkensmækker;Tropaeolum majus
landmand	landbruger;agrar
landpost	landpostbud
landpostbud	landpost
landsdommer	landsretsdommer
landsforræder	kollaboratør
landsforvise	eksilere;ekspatriere
landsholdschef	landstræner
landsholdstræner	landstræner
landshøvding	statholder
landskab	landskabsform
landskabsarkitekt	havearkitekt
landskildpadde	Testudinidae
landsretsdommer	landsdommer
landstryger	vagabond
landstrækning	strækning
landstræner	landsholdschef;landsholdstræner
landsvale	Hirundo rustica
landtange	tange
landtunge	tange;landtange
landvinding	landindvinding
landvæsen	landbrug
landøkonomi	landbrugsøkonomi
langagtig	langstrakt
lange	Molva molva
lange	række
langemand	langfinger
langfinger	langemand
langfingret	tyvagtig
langfingrethed	tyvagtighed
langfristet	langsigtet
langhus	langskib
langkål	grønlangkål
langskib	langhus
langsom	sen
langstrakt	langtrukken
langtidsledig	langtidsarbejdsløs
langturschauffør	eksportchauffør
languster	europæisk languster;Palinurus vulgaris
lanolin	uldfedt
lapis	helvedessten
laplandsugle	Strix nebulosa
lappedykker	Podicipedidae
lappeløsning	lapperi
lappisk	samisk
laptop	bærbar (computer)
large	stor
largesse	generøsitet;flothed;rundhåndethed
largesse	rummelighed;storsind
larm	støj;spektakel
larvefødder	bælte
laryngal	strubelyd
las	pjalt
las	klud
las	stump
laserlys	kohærent lys;laser
laset	pjaltet
laset	tyndslidt
laskefed	lasket;smældfed
lasket	laskefed
last	ladning
last	lastrum
lastbil	lastvogn
lastbilchauffør	lastvognschauffør
laste	belæsse
laste	bebrejde;klandre
lastefuld	depraveret
lasteplads	ladeplads
lastvogn	lastbil
lastvognschauffør	lastbilchauffør
lasurfarve	lasur
latensperiode	latenstid
latenstid	latensperiode
latin	latinamerikanske danse
latinamerikaner	latino
latitude	bredde
latteranfald	grineflip;grineanfald
latterfugl	Dacelo novaeguineae
lattergas	dinitrogenoxid
latterkrampe	krampelatter
latterlig	lattervækkende
latterliggørelse	spot;forhånelse
latyrus	ærteblomst;fladbælg;Lathyrus
laurbær	laurbærblad
laurbærblad	laurbær
laurbærtræ	laurbær;Laurus nobilis
lav	Lichenes
lav	forening
lav	lille
lav	lille;kort
lav	primitiv
lav	dæmpet
lavbudgetferie	spareferie
lave	skabe
lave	bestille
lave	foretage;gøre
lave	begå
lave	foranstalte
lavement	klyster
lavementsprøjte	klystersprøjte
lavendel	Lavendula
lavendelblå	lavendelfarvet
laverestående	primitiv
lavet	kanonlavet
lavkonjunktur	depression
lavkultur	popkultur;populærkultur
lavmælt	lav
lavmælt	afdæmpet
lavpandet	fladpandet
lavprisbutik	discountbutik
lavskrige	Perisoreus infaustus
lavtskyllende	vandbesparende
lavtstående	primitiv
lawrencium	unniltrium
lebendig	livlig;sprælsk
led	sætningsled
led	vis
led	nedrig;gemen
ledbånd	ligament
leddegigt	artritis
leddelt	leddet
leddeløs	vakkelvorn
leddet	leddelt
leddyr	Arthropoda
lede	styre;forestå
lede	føre;gelejde
lede	føre;dirigere
lede	føre
lede	søge
ledeevne	ledningsevne
ledelse	lederskab
leder	ledende artikel;lederartikel;spids
ledergruppe	chefgruppe
lederpost	ledelsespost
lederskab	ledelse;førerskab
lederskab	ledelse
lederskikkelse	ledertype
lederstil	ledelsesstil
lederstilling	lederjob
ledig	arbejdsledig
ledighed	arbejdsløshed
ledighedskurve	arbejdsløshedskurve
ledighedsperiode	arbejdsløshedsperiode
ledmus	mus
ledning	rørledning
ledningsevne	konduktans;konduktivitet;ledeevne
ledorm	Annelida
LED-pære	diodepære
ledsage	akkompagnere
ledsagefænomen	epifænomen
ledsager	følgesvend
ledsætning	bisætning
lefle	indynde sig;fedte
legal	lovlig;legitim
legal	legitim;berettiget
legalisere	afkriminalisere;lovliggøre
legalisering	lovliggørelse;afkriminalisering
lege	spille;foregive
legemlig	kropslig;fysisk
legemliggøre	kropsliggøre;inkarnere
legemliggørelse	inkarnation
legemliggørelse	kropsliggørelse
legemsbygning	kropsbygning
legemsdel	kropsdel
legemsstor	mandsstor
legemstemperatur	kropstemperatur;temperatur
legemsvægt	vægt;kropsvægt
legemsvæske	kropsvæske;væske
legemsøvelser	gymnastik
legendarisk	fantastisk;berømt
legende	skrøne;myte
legere	liere
legesager	legetøj
legetid	yngletid
legetøj	legesager
legetøjsbutik	legetøjsforretning
legetøjsforretning	legetøjsbutik
legetøjspistol	legetøjsrevolver
legetøjsrevolver	legetøjspistol
leggings	gamache
legio	talløse;talrige
legionærsyge	legionærsygdom
legitim	retmæssig;lovlig
legitim	rimelig;berettiget
legitimation	legitimering
leguan	Iguanidae
leje	færgeleje
leje	flodleje
leje	udlejning
lejebolig	lejerbolig;udlejningsbolig
lejelejlighed	udlejningslejlighed
lejerbolig	lejebolig
lejlighed	anledning
lejlighedsvis	en gang imellem
lejr	ferielejr
lejrskole	lejrtur
lektie	hjemmearbejde
lektion	undervisningstime;time
lekture	læsestof
lem	ekstremitet
lem	kønslem;pik
lem	luge
lemfældighed	skødesløshed;nonchalance
lemma	opslagsord;indgangsord
lemmedasker	rær;bønnestage;skideskur
lemming	Lemmini
lempe	moderere
lempe	smide;gelejde
lempelig	mild
lemur	ægte lemur;Lemuridae
leninisme	marxisme-leninisme
leopard	Panthera pardus
leopardsnegl	plettet gråsnegl;kældersnegl;pantersnegl;Limax maximus
leporelloalbum	leporello
leptosom	astenisk
let	nem;enkel
let	sandet
let	løs på tråden
letal	dødelig;dødbringende
letbenet	rapfodet
letbevægelig	mobil
letfattelig	letforståelig
letfordærvelig	let fordærvelig
letfordøjelig	lettilgængelig
letforståelig	letfattelig
letgenkendelig	letkendelig
letindustri	let industri
letkendelig	letgenkendelig
letkøbt	billig
letlevende	løsagtig
letlæselig	letlæst
letlæsningsbog	læseletbog
letløbende	flydende
letmælk	let
letsalte	sprænge
letsaltet	sprængt;grønsaltet
letsind	letsindighed
letsindig	letfærdig
lettilgængelig	let tilgængelig
lettisk	letlandsk
letvægtsotter	otter
leukæmi	blodkræft
leve	eksistere
levefod	levestandard
leveforhold	levevilkår;livsvilkår
leveform	levemåde
levemåde	levevis
levendefødende	ungefødende;vivipar
leverandør	bidragyder
leverbetændelse	hepatitis
levercirrose	skrumpelever
levere	bringe ud
levere	performe;præstere;levere varen
leverpostejfarvet	kommunefarvet
levestandard	levefod
levetid	livstid
levevilkår	kår;livsvilkår;leveforhold
levevis	levemåde;livsførelse
levkøj	Matthiola incana
levn	levning;rest
levne	efterlade
levned	livsførelse;levevis
levnedsmiddel	madvare;fødevare
levnedsmiddelbranche	fødevarebranche;fødevareindustri
levnedsmiddelproduktion	fødevareproduktion
levning	levn
liberalisme	liberalitet
liberi	livré
libertiner	vellystning
licens	medielicens
lide	pines;pine
lide	udstå
lide	lakke;stunde
lideform	passiv
lidelse	sygdom
lidelsesfuld	smertefuld;pinefuld
lidelsesfyldt	lidelsesfuld;pinefuld
lidenskab	besættelse
lidenskab	passion;interesse
lidenskab	passion;begær
lidenskabelig	passioneret
lidenskabsløs	afslappet;ulidenskabelig
lider	lir
liderlig	lysten
liderlig	vellystig
lidettroende	lidet troende
lidt	en smule;en (lille) smule
lidt	en smule;smule
liere	legere
liflig	vederkvægende
lift	babylift
lift	løft
lig	identisk
lig	synonym
lig	ækvivalent
lig	lignende;tilsvarende
lig	typisk;karakteristisk
ligbegængelse	begravelse
ligbrænding	kremation;kremering
lige	sidestykke
lige	ligemand
lige	ret
lige	ens
lige	ligestillet
lige	lige stor
lige	deuce
lige	ligetil
lige	direkte
lige	først
lige	netop;akkurat
lige	uden videre
ligeberettigelse	ligeret;ligestilling
ligeberettigelseskamp	ligestillingskamp
ligeberettiget	ligestillet
ligedan	ligesådan
ligefuldt	desuagtet
ligeglad	indifferent
ligegodt	alligevel
ligegodt	rigtignok;alligevel
ligegyldig	betydningsløs;uvæsentlig
ligegyldig	uinteresseret;sløv
ligegyldig	sjusket;skødesløs
ligegyldighed	indifferens;ligegladhed
ligegyldighed	sjuskeri;forsømmelighed
ligegyldighed	betydningsløshed
ligegyldighed	bagatel;petitesse
ligeledes	også
ligelig	ensartet;jævn
ligeret	ligeberettigelse;ligestilling
ligesom	nærmest
ligesom	på en eller anden måde
ligesom	som om
ligesom	alt efter (som)
ligesom	idet;(lige) da
ligestilling	ligeberettigelse;ligeret
ligestillingskamp	ligeberettigelseskamp
ligeså	ligeledes;ligesådan
ligesådan	ligeså;ligedan
ligetil	ukompliceret
ligetil	ligefrem
ligeud	direkte
ligevægtsorgan	balanceorgan
ligeværd	ligeværdighed
ligeværdighed	ligeværd
ligfærd	begravelse;ligbegængelse
ligfølge	ligtog
ligge	ruge
ligge	bero;bunde
ligge	sortere under;henligge
lighed	ensartethed
lighedspunkt	lighedstræk
lighedstegn	lighedspunkt
lighter	cigarettænder
lighus	ligkapel
ligkapel	lighus
ligkiste	kiste
ligkistemagasin	bedemandsforretning
ligkistesøm	cigaret
lignelse	parabel
ligning	skatteligning
ligplet	dødsplet
ligpose	ligsæk
ligsæk	ligpose
ligtog	ligfølge
ligtorn	ømt punkt
liguster	Ligustrum
ligustersværmer	Sphinx ligustri
ligvogn	rustvogn
likviditet	kontantbeholdning
likviditet	betalingsdygtighed
lilje	Lilium
liljekonval	Convallaria majalis
lille	liden
lille	knap
lille	uanseelig
lille	kortvarig
lillebitte	bittelille
lilleput	pusling;miniput
lilleputland	lilleputstat
lilleputstat	lilleputland
lilleverden	mikrokosmos
lim	klister
lime	limefrugt
limefarvet	limegrøn
limegrøn	limefarvet
limfjordsøsters	Ostrea edulis;europæisk østers
limousine	limo
lind	lindetræ;Tilia
linde	løsne
lindetræ	lind;Tilia
lindorm	orm
linearperspektiv	centralperspektiv
linedans	balancegang
lineær	retlinet
lingvist	sprogforsker
lingvistisk	sprogvidenskabelig
linje	streg
linjedommer	linjevogter
linjeperspektiv	centralperspektiv
linjevogter	linjedommer
link	hyperlink
linned	sengelinned
linoleumssnit	linoleumstryk
lir	gejl;lider
lira	pund
lire	drejelire
lire	gejle op
lirke	fingerere
liste	snige sig
liste	franarre
liste	lokke
liste	opliste
listepris	katalogpris
listeria	listeriabakterie
listeriabakterie	listeria
listig	snedig;snu
literflaske	enlitersflaske
litervis	spandevis
litografi	stentryk
litteratur	skønlitteratur
litteraturklub	bogklub
litteraturkritiker	boganmelder;litteraturanmelder
litteraturliste	litteraturfortegnelse;bibliografi
liv	tilværelse
liv	vitalitet
livagtig	vellignende
livfuld	livlig
livgarde	garde
livlig	livfuld
livline	sikkerhedsline
livløs	gold
livløs	kedelig;stillestående
livmoder	uterus
livmoderhule	livmoderhulhed
livord	yndlingsord
livré	liberi
livrem	bukserem
livrente	renteforsikring
livret	yndlingsmad;yndlingsspise;hofret
livsaften	alderdom
livsalder	alder
livsalig	lykkelig
livsanskuelse	livssyn;livsopfattelse;livsindstilling
livsbane	bane1
livsbetingelse	levevilkår
livsfjern	verdensfjern
livsforløb	livsløb
livsfornødenhed	livsnødvendighed
livsførelse	levemåde;levevis
livsgrundlag	eksistensgrundlag
livsholdning	livssyn
livsindkomst	livsløn
livsindstilling	livssyn;livsanskuelse;livsopfattelse
livsklogskab	livsvisdom
livskraft	vitalitet
livsløn	livsindkomst
livsnerve	nervecenter;nervecentrum
livsnyder	epikuræer
livsnødvendig	livsvigtig
livsnødvendighed	livsfornødenhed
livsopfattelse	livssyn;livsanskuelse;livsindstilling
livsperspektiv	fremtidsudsigt
livsstil	levevis;livsform
livsstilling	livstidsstilling
livsstraf	dødsstraf
livssyn	livsanskuelse;livsopfattelse;livsindstilling
livstid	levetid
livstidsfange	livsfange
livstræ	almindelig tuja;Thuja occidentalis
livsvaner	levevaner
livsvigtig	livsnødvendig
livsvilkår	levevilkår;livsbetingelse
livsvisdom	livsklogskab
livvagt	bodyguard
livvagt	livgarde
livvidde	taljemål;taljevidde
lobbyisme	lobbyarbejde;lobbyvirksomhed
lobbyvirksomhed	lobbyisme;lobbyarbejde
lobelie	Lobelia
lobhudle	skamrose
lobhudling	skamros
lobotomi	præfrontal lobotomi;det hvide snit
lod	jordlod
lodde	ammassat;Mallotus villosus
lodlinje	vertikal
lodret	vertikal
lodse	gelejde
lodse	liste
lodseddel	lod
loftetage	tagetage
loftslem	loftsluge
loftsmaleri	plafondmaleri
loftsværelse	loftskammer
logaritme	logaritmefunktion
logement	logi
logfil	log
logi	logement
logik	fornuft
logik	boolesk algebra
log-in	indlogning
log-in	brugernavn
logisk	fornuftig;rimelig
logo	bomærke;firmamærke
lokal	stedlig
lokalavis	lokalblad;distriktsblad
lokalbedøvelse	(lokal) analgesi
lokalblad	lokalavis
lokalderby	derby;lokalopgør
lokalfarve	lokalkolorit
lokalisere	finde;stedfæste
lokalkolorit	kolorit;lokalfarve
lokalliste	borgerliste
lokalmiljø	lokalsamfund;nærsamfund
lokalopgør	lokalderby;derby
lokalradio	nærradio
lokalsamfund	lokalmiljø;nærsamfund
lokke	fralokke
lokkemad	lokkemiddel
lokomotivfører	lokofører
lokum	das
lokum	das;retirade
lokumsbræt	mundkusse;motherfuckerskæg
lokumspapir	toiletpapir
lokumsrenser	wc-børste
lollik	lollænder
lollænder	lollik
lom	Gaviidae
lommebog	notesbog
lommebog	lommekalender
lommecomputer	lomme-pc;PDA;palmtop
lommeformat	miniudgave
lommelygte	lommelampe;håndlampe
lomme-pc	lommecomputer;PDA;palmtop
lommetørklæde	snotklud
lomvie	Uria aalge
longitude	længde
loop	løkke
loppe	Siphonaptera
loppestik	loppebid
lort	pis;shit
lort	ekskrementer
lort	bras;skidt
lort	pis;gas
lort	skid;skiderik
lortebrun	bæbrun;skidenbrun
los	spark
los	Lynx lynx
lost	fortabt
lotteri	lotterispil
lotterikollektrice	kollektrice
Louis Seize-stil	Louis Seize
lousy	luset
lov	vedtægt;statut
lov	lovmæssighed
lov	tilladelse
lov	ret
lovbefalet	lovpligtig
lovbestemmelse	retsbestemmelse
lovbestemt	retsbestemt
lovbrud	lovovertrædelse;retsbrud
lovbryder	lovovertræder
lovbud	bud
lovformelig	lovlig;lovmedholdelig
lovgivningsmagt	lovgivende magt
lovjungle	regeljungle
lovlig	legal;lovformelig
lovliggøre	legalisere;afkriminalisere
lovliggørelse	legalisering
lovløs	retsløs
lovløshed	retsløshed
lovmedholdelig	lovlig;lovformelig
lovmæssig	lovlig;tilladt
lovmæssig	lovbunden
lovord	ros
lovovertrædelse	ulovlighed;forbrydelse
lovovertræder	lovbryder
lovpligtig	lovbefalet
lovprise	prise
lovsang	lovprisning
lovstridig	ulovlig
lovtale	lovprisning
lsd	syre
lsd-trip	syretrip
ltr.	l
lubbe	lyssej;blåsej;Pollachius pollachius
lucerne	foderlucerne;alfalfa;Medicago sativa
ludder	prostitueret;skøge;glædespige;massagepige
lude	hælde
ludfattig	bundfattig;røvfattig
ludo	ludospil
ludoman	spillenarkoman
ludoman	spillegal
ludomani	spilleafhængighed;spillelidenskab;spillenarkomani
lue	flamme
luffe	daffe;sjokke
luft	atmosfærisk luft
luft	luftstrøm
luft	tarmluft
luftangreb	flyangreb
luftart	gasart;gas
luftballon	ballon
luftbase	flyvebase
lufte	promenere
lufte	give luft (for);ventilere
luftfart	flytrafik
luftfartsselskab	flyselskab
luftformig	gasformig
luftfoto	luftfotografi
luftfotografi	luftfoto
luftgevær	luftbøsse
luftgynge	gynge
lufthav	atmosfære
luftig	ukonkret
luftkaptajn	kaptajn;flykaptajn;chefpilot
luftledning	køreledning
luftlinje	fugleflugtslinje
luftning	iltning
luftpudefartøj	svævebåd;luftpudebåd
lufttur	flyvetur
luftværn	luftværnsartilleri
luftvåben	flyvevåben
lugar	lukaf
luge	lem
luge	låge
lugt	lugtesans
lugte	stinke;hørme
lugte	stinke
lugte	snuse
lukaf	lugar
lukke	mundlukke
lukke	spærre
lukke	dreje nøglen om
lukke	slukke
lukkelyd	klusil
lukkemuskel	ringmuskel
lukkertid	belysningstid
lukket	snæver
lukketid	afslutning;ende
lukketøj	lukkemekanisme
lukrativ	profitabel;lønsom
lukrere	profitere
luksuriøs	luksuøs
luksus	ekstravagance;flothed
luksuøs	luksuriøs
lukt	direkte
lulle	dysse;visselulle
lumbago	hekseskud
luminans	lystæthed
lumsk	dunkel;ubestemt
lumsk	meget
lunch	frokost
lunde	søpapegøje;Fratercula arctica
lune	humør
lune	varme
lunge	udfaldsskridt;fremfald
lungebetændelse	pneumoni
lungecancer	lungekræft
lungefisk	Dipnoi
lungekræft	lungecancer
lungesnegl	Pulmonata
lungeurt	almindelig lungeurt;Pulmonaria obscura
lunken	halvhjertet
lunte	luntetrave
lup	forstørrelsesglas
lupin	Lupinus
lur	skraber
lure	ligge på lur;aflure
lurendrejeri	fuskeri
lurer	voyeur
lurifaks	filur
lurvet	luset
lus	Anoplura
luset	lousy
luskebuks	luskefis
luskefis	luskebuks
lusket	skummel
lusket	lumsk
lussing	ørefigen
lussing	smæk
lussingesyge	den femte børnesygdom
lutre	forædle
lutter	udelukkende;idel
luv	vindside;luvart
luvart	luv
luve	luffe
lübecksk	lybsk
lybsk	lübecksk
lydanlæg	stereoanlæg
lyddæmpning	støjdæmpning
lyde	være
lyde	adlyde
lydefri	fejlfri
lydelig	højlydt
lydland	lydstat
lydlig	fonetisk
lydlære	akustik
lydlære	fonetik
lydløs	stille
lydmand	lydtekniker
lydord	onomatopoietikon
lydspor	soundtrack
lydstat	lydland;vasalstat
lydtekniker	lydmand
lygtemand	lygtetænder
lygtetænder	lygtemand
lykke	lykkefølelse
lykkefølelse	lykke
lykkehjul	lykkens hjul;livshjul
lykkejæger	lykkeridder
lykkeland	paradis
lykkelig	heldig
lykkepille	depressionspille;antidepressionspille
lykkeridder	lykkejæger
lykkerus	eufori
lykketilstand	lyksalighed
lykketræf	slumpetræf
lyksalig	lykkelig;salig
lykønske	ønske tillykke;gratulere
lykønskning	gratulation
lymfeknude	lymfekirtel
lymfevæv	lymfoidt væv
lyn	lynild
lyne	slå til
