11-meterplet	straffesparksplet
kongeriget	kongedømmet;monarkiet
kongerigets	kongedømmets;monarkiets
kongeriges	kongedømmes;monarkis
kongerigerne	kongedømmerne;monarkierne
kongerigernes	kongedømmernes;monarkiernes
kongeriger	kongedømmer;monarkier
kongerigers	kongedømmers;monarkiers
kongesæde	residensby
kongesøn	prins
kongeørn	Aquila chrysaëtos
kongruent	ens
kongsemne	tronprætendent
konisk	kegleformet
koniske	kegleformede
konjunktion	bindeord
konk	Buccinum undatum;trompetsnegl;trompetsnegl
konken	trompetsneglen
konkens	trompetsneglens
konks	trompetsnegls
konkerne	trompetsneglene
konkernes	trompetsneglenes
konker	trompetsnegle
konkers	trompetsnegles
konkludere	slutte;udlede;slutte;udlede
konkluder	slut;udled
konkluderet	sluttet;udledt
konkluderer	slutter;udleder
konkluderende	sluttende;udledende
konkluderede	sluttede;udledte
konkluderes	sluttes;udledes
konkluderedes	sluttedes;udledtes
konklusion	slutning;slutning;opsummering;opsummering
konklusionen	slutningen;opsummeringen
konklusionens	slutningens;opsummeringens
konklusions	slutnings;opsummerings
konklusionerne	slutningerne;opsummeringerne
konklusionernes	slutningernes;opsummeringernes
konklusioner	slutninger;opsummeringer
konklusioners	slutningers;opsummeringers
konkret	håndgribelig;håndgribelig;håndgribeligt;virkelig;håndgribelig;virkelig;virkeligt;håndgribelig;håndgribeligt;specifik;specifik;specifikt;virkelighedsnær;virkelighedsnær;virkelighedsnært;konkretistisk;konkretistisk
konkrete	håndgribelige;virkelige;håndgribelige;specifikke;virkelighedsnære;konkretistiske
konkubine	maitresse;frille;maitresse;frille
konkubinen	maitressen;frillen
konkubinens	maitressens;frillens
konkubines	maitresses;frilles
konkubinerne	maitresserne;frillerne
konkubinernes	maitressernes;frillernes
konkubiner	maitresser;friller
konkubiners	maitressers;frillers
konkurrencesamfund	konkurrencestat
konkurrere	kappes;dyste;dyste;dyste;kappes;dyste
konkurrer	dyst;dyst
konkurreret	dystet;dystet
konkurrerer	dyster;dyster
konkurrerende	dystende;dystende
konkurrerede	dystede;dystede
konkurreres	dystes;dystes
konkurreredes	dystedes;dystedes
konkurs	fallit;bankerot;fallit;bankerot;fallit;bankerot
konkursen	fallitten;bankerotten
konkursens	fallittens;bankerottens
konkurs'	fallits;bankerots
konkurserne	fallitterne;bankerotterne
konkursernes	fallitternes;bankerotternes
konkurser	fallitter;bankerotter
konkursers	fallitters;bankerotters
konkursbo	fallitbo;fallitbo
konkursboet	fallitboet
konkursboets	fallitboets
konkursbos	fallitbos
konkursboerne	fallitboerne
konkursboernes	fallitboernes
konkursboer	fallitboer
konkursboers	fallitboers
konnotation	medbetydning;medbetydning
konnotationen	medbetydningen
konnotationens	medbetydningens
konnotations	medbetydnings
konnotationerne	medbetydningerne
konnotationernes	medbetydningernes
konnotationer	medbetydninger
konnotationers	medbetydningers
konseilspræsident	statsminister;statsminister
konseilspræsidenten	statsministeren
konseilspræsidentens	statsministerens
konseilspræsidents	statsministers
konseilspræsidenterne	statsministrene
konseilspræsidenternes	statsministrenes
konseilspræsidenter	statsministre
konseilspræsidenters	statsministres
konsekvens	følge;følge
konsekvensen	følgen
konsekvensens	følgens
konsekvens'	følges
konsekvenserne	følgerne
konsekvensernes	følgernes
konsekvenser	følger
konsekvensers	følgers
konsekvent	principfast;principfast
konsekvente	principfaste
konsensussøgende	kompromissøgende
konservatorium	musikkonservatorium;musikkonservatorium
konservatoriet	musikkonservatoriet
konservatoriets	musikkonservatoriets
konservatoriums	musikkonservatoriums
konservatorierne	musikkonservatorierne
konservatoriernes	musikkonservatoriernes
konservatorier	musikkonservatorier
konservatoriers	musikkonservatoriers
konsistens	modsigelsesfrihed
konsistensfedt	smørefedt;smørefedt
konsistensfedtet	smørefedtet
konsistensfedtets	smørefedtets
konsistensfedts	smørefedts
konsistensfedterne	smørefedterne
konsistensfedternes	smørefedternes
konsistensfedter	smørefedter
konsistensfedters	smørefedters
konsistent	modsigelsesfri;modsigelsesfri;modsigelsesfrit
konsistente	modsigelsesfrie;modsigelsesfri
konsonant	medlyd;medlyd
konsonanten	medlyden
konsonantens	medlydens
konsonants	medlyds
konsonanterne	medlydene
konsonanternes	medlydenes
konsonanter	medlyde;medlyd
konsonanters	medlydes;medlyds
konsorter	kumpaner;slæng
konspirationsteori	sammensværgelsesteori
konstant	uafbrudt;vedvarende;stadig;uafbrudt;stadig;stadigt;uforanderlig;stabil;uforanderlig;uforanderligt;stabil;stabilt
konstante	uafbrudte;stadige;uforanderlige;stabile
konsterneret	altereret;perpleks;altereret;perpleks;perplekst
konsternerede	altererede;perplekse
konstituere	danne;danne
konstituer	dan
konstitueret	dannet
konstituerer	danner
konstituerende	dannende
konstituerede	dannede
konstitueres	dannes
konstitueredes	dannedes
konstituering	konstitution;konstitution
konstitueringen	konstitutionen
konstitueringens	konstitutionens
konstituerings	konstitutions
konstitueringerne	konstitutionerne
konstitueringernes	konstitutionernes
konstitueringer	konstitutioner
konstitueringers	konstitutioners
konstitution	konstituering;konstituering
konstitutionen	konstitueringen
konstitutionens	konstitueringens
konstitutions	konstituerings
konstitutionerne	konstitueringerne
konstitutionernes	konstitueringernes
konstitutioner	konstitueringer
konstitutioners	konstitueringers
konstitutionel	forfatningsmæssig
konstrukt	konstruktion;tankekonstruktion
konstruktion	konstrukt;fiktion;fiktion;opførelse;opførelse
konstruktionen	fiktionen;opførelsen
konstruktionens	fiktionens;opførelsens
konstruktions	fiktions;opførelses
konstruktionerne	fiktionerne;opførelserne
konstruktionernes	fiktionernes;opførelsernes
konstruktioner	fiktioner;opførelser
konstruktioners	fiktioners;opførelsers
konstruktiv	konstruktionsmæssig
konsulentfirma	konsulentvirksomhed
konsulenthjælp	konsulentbistand
konsulentvirksomhed	konsulentfirma
konsultation	konsultationsværelse
konsultativ	rådgivende
konsument	forbruger;forbruger
konsumenten	forbrugeren
konsumentens	forbrugerens
konsuments	forbrugers
konsumenterne	forbrugerne
konsumenternes	forbrugernes
konsumenter	forbrugere
konsumenters	forbrugeres
konsumere	fortære;sætte til livs;fortære
konsumer	fortær
konsumeret	fortæret
konsumerer	fortærer
konsumerende	fortærende
konsumerede	fortærede
konsumeres	fortæres
konsumeredes	fortæredes
konsumerisme	forbrugerisme;forbrugerisme
konsumerismen	forbrugerismen
konsumerismens	forbrugerismens
konsumerismes	forbrugerismes
konsumption	konsum;konsumering;konsumering;konsumering;konsumering
konsumptionen	konsumeringen;konsumeringen
konsumptionens	konsumeringens;konsumeringens
konsumptions	konsumerings;konsumerings
konsumptionerne	konsumeringerne;konsumeringerne
konsumptionernes	konsumeringernes;konsumeringernes
konsumptioner	konsumeringer;konsumeringer
konsumptioners	konsumeringers;konsumeringers
konsumsamfund	forbrugersamfund
kontakt	forbindelse;forbindelse;stikkontakt;stikkontakt
kontakten	forbindelsen;stikkontakten
kontaktens	forbindelsens;stikkontaktens
kontakts	forbindelses;stikkontakts
kontakterne	forbindelserne;stikkontakterne
kontakternes	forbindelsernes;stikkontakternes
kontakter	forbindelser;stikkontakter
kontakters	forbindelsers;stikkontakters
kontaktbog	meddelelsesbog
kontakte	tage kontakt til/med
kontaktflade	berøringsflade;berøringsflade
kontaktfladen	berøringsfladen
kontaktfladens	berøringsfladens
kontaktflades	berøringsflades
kontaktfladerne	berøringsfladerne
kontaktfladernes	berøringsfladernes
kontaktflader	berøringsflader
kontaktfladers	berøringsfladers
kontaktmand	kontaktperson;kontaktperson
kontaktmanden	kontaktpersonen
kontaktmandens	kontaktpersonens
kontaktmands	kontaktpersons
kontaktmændene	kontaktpersonerne
kontaktmændenes	kontaktpersonernes
kontaktmænd	kontaktpersoner
kontaktmænds	kontaktpersoners
kontaktnet	netværk
kontaktur	tænd og sluk-ur;tænd og sluk-ur
kontakturet	tænd og sluk-uret
kontakturets	tænd og sluk-urets
kontakturs	tænd og sluk-urs
kontakturene	tænd og sluk-urene
kontakturenes	tænd og sluk-urenes
kontakture	tænd og sluk-ure
kontaktures	tænd og sluk-ures
kontamination	kontaminering;kontaminering
kontaminationen	kontamineringen
kontaminationens	kontamineringens
kontaminations	kontaminerings
kontaminationerne	kontamineringerne
kontaminationernes	kontamineringernes
kontaminationer	kontamineringer
kontaminationers	kontamineringers
kontantautomat	pengeautomat;hæveautomat;bankomat
kontantfri	kontantløs
kontanthjælp	bistandshjælp;bistandshjælp
kontanthjælpen	bistandshjælpen
kontanthjælpens	bistandshjælpens
kontanthjælps	bistandshjælps
kontantløs	kontantfri
kontenance	selvbeherskelse;selvbeherskelse
kontenancen	selvbeherskelsen
kontenancens	selvbeherskelsens
kontenances	selvbeherskelses
kontinent	fastland;fastland
kontinentet	fastlandet
kontinentets	fastlandets
kontinents	fastlands
kontinenterne	fastlandene
kontinenternes	fastlandenes
kontinenter	fastlande
kontinenters	fastlandes
kontinentalklima	fastlandsklima
kontinentalsokkel	fastlandssokkel;sokkel;fastlandssokkel;sokkel
kontinentalsoklen	fastlandssoklen;fastlandssokkelen;soklen;sokkelen
kontinentalsokkelen	fastlandssoklen;fastlandssokkelen;soklen;sokkelen
kontinentalsoklens	fastlandssoklens;fastlandssokkelens;soklens;sokkelens
kontinentalsokkelens	fastlandssoklens;fastlandssokkelens;soklens;sokkelens
kontinentalsokkels	fastlandssokkels;sokkels
kontinentalsoklerne	fastlandssoklerne;soklerne
kontinentalsoklernes	fastlandssoklernes;soklernes
kontinentalsokler	fastlandssokler;sokler
kontinentalsoklers	fastlandssoklers;soklers
kontingens	vilkårlighed;vilkårlighed
kontingensen	vilkårligheden
kontingensens	vilkårlighedens
kontingens'	vilkårligheds
kontingenserne	vilkårlighederne
kontingensernes	vilkårlighedernes
kontingenser	vilkårligheder
kontingensers	vilkårligheders
kontingent	vilkårlig;vilkårlig;vilkårligt
kontingente	vilkårlige
kontinuerlig	uafbrudt;konstant
kontinuerlige	uafbrudte;konstante
kontinuert	kontinuerlig;kontinuerlig;kontinuerligt
kontinuerte	kontinuerlige
kontokøb	kreditkøb
kontorassistent	kontorist;kontorist
kontorassistenten	kontoristen
kontorassistentens	kontoristens
kontorassistents	kontorists
kontorassistenterne	kontoristerne
kontorassistenternes	kontoristernes
kontorassistenter	kontorister
kontorassistenters	kontoristers
kontorbygning	kontorhus
kontorhus	kontorbygning
kontorist	kontorassistent;kontorassistent
kontoristen	kontorassistenten
kontoristens	kontorassistentens
kontorists	kontorassistents
kontoristerne	kontorassistenterne
kontoristernes	kontorassistenternes
kontorister	kontorassistenter
kontoristers	kontorassistenters
kontorlokale	kontorrum
kontoudskrift	kontoudtog
kontoudskriftet	kontoudtoget
kontoudskriftets	kontoudtogets
kontoudtog	kontoudskrift
kontoudtoget	kontoudskriftet
kontoudtogets	kontoudskriftets
kontra	over for;mod;versus
kontraangreb	modangreb;kontra;kontrastød;modangreb;modangreb
kontraangrebet	modangrebet
kontraangrebets	modangrebets
kontraangrebs	modangrebs;modangrebs
kontraangrebene	modangrebene
kontraangrebenes	modangrebenes
kontrabassist	bassist
kontrafaktisk	kontrafaktuel
kontrafase	omstillingsspil
kontrafej	portræt;portræt
kontrafejet	portrættet
kontrafejets	portrættets
kontrafejs	portræts
kontrafejerne	portrætterne
kontrafejernes	portrætternes
kontrafejer	portrætter
kontrafejers	portrætters
kontraktfodbold	betalt fodbold;pengefodbold
kontraktiv	stram;restriktiv;stram;restriktiv
kontraktive	stramme;restriktive
kontraktivt	stramt;restriktivt
kontraktlig	kontraktmæssig;kontraktmæssig
kontraktlige	kontraktmæssige
kontraktligt	kontraktmæssigt
kontraktmæssig	kontraktlig;kontraktlig
kontraktmæssige	kontraktlige
kontraktmæssigt	kontraktligt
kontraktspiller	licensspiller
kontraktstyrelse	fristyrelse
kontraktuel	kontraktlig
kontrast	modsætning;modsætningsforhold;modsætning;modsætning;modstykke;modsætning
kontrasten	modsætningen;modsætningen
kontrastens	modsætningens;modsætningens
kontrasts	modsætnings;modsætnings
kontrasterne	modsætningerne;modsætningerne
kontrasternes	modsætningernes;modsætningernes
kontraster	modsætninger;modsætninger
kontrasters	modsætningers;modsætningers
kontrastfuld	kontrastfyldt
kontrastfulde	kontrastfyldte
kontrastfyldt	kontrastfuld;kontrastfuld;kontrastfuldt
kontrastfyldte	kontrastfulde
kontrastød	kontraangreb
kontrol	kontrolbesøg;herredømme;beherskelse;beherskelse
kontrollen	beherskelsen
kontrollens	beherskelsens
kontrols	beherskelses
kontrolafgift	bøde;bøde
kontrolafgiften	bøden
kontrolafgiftens	bødens
kontrolafgifts	bødes
kontrolafgifterne	bøderne
kontrolafgifternes	bødernes
kontrolafgifter	bøder
kontrolafgifters	bøders
kontrolbesøg	kontrolundersøgelse
kontrollampe	lampe;lampe
kontrollampen	lampen
kontrollampens	lampens
kontrollampes	lampes
kontrollamperne	lamperne
kontrollampernes	lampernes
kontrollamper	lamper
kontrollampers	lampers
kontrollerbar	styrbar;kontrollabel;styrbar;kontrollabel;kontrollabel;kontrollabel
kontrollerbare	styrbare;kontrollable;kontrollable
kontrollerbart	styrbart;kontrollabelt;kontrollabelt
kontrollere	holde opsyn med;tjekke;tjekke;beherske;beherske
kontroller	tjek;behersk
kontrolleret	tjekket;behersket
kontrollerer	tjekker;behersker
kontrollerende	tjekkende;beherskende
kontrollerede	tjekkede;beherskede
kontrolleres	tjekkes;beherskes
kontrolleredes	tjekkedes;beherskedes
kontrolsted	checkpoint
kontrolundersøgelse	kontrolbesøg
kontroversiel	omstridt
kontroversielle	omstridte
kontrær	tvær;på tværs;tvær
kontrære	tvære
kontrært	tvært
kontubernal	slof;slof
kontubernalen	sloffen
kontubernalens	sloffens
kontubernals	slofs
kontubernalerne	slofferne
kontubernalernes	sloffernes
kontubernaler	sloffer
kontubernalers	sloffers
kontur	omrids
konval	Polygonatum
konvention	norm;norm
konventionen	normen
konventionens	normens
konventions	norms
konventionerne	normerne
konventionernes	normernes
konventioner	normer
konventioners	normers
konvergens	ensartethed
konvergent	konvergerende;analytisk;analytisk
konvergente	analytiske
konversationsleksikon	leksikon;leksikon
konversationsleksikonet	leksikonet
konversationsleksikonets	leksikonets
konversationsleksikons	leksikons
konversationsleksikonerne	leksikonerne;leksikaene
konversationsleksikaene	leksikonerne;leksikaene
konversationsleksikonernes	leksikonernes;leksikaenes
konversationsleksikaenes	leksikonernes;leksikaenes
konversationsleksikoner	leksikoner;leksika
konversationsleksika	leksikoner;leksika
konversationsleksikoners	leksikoners;leksikas
konversationsleksikas	leksikoners;leksikas
konversion	konvertering;konvertering
konversionen	konverteringen
konversionens	konverteringens
konversions	konverterings
konversionerne	konverteringerne
konversionernes	konverteringernes
konversioner	konverteringer
konversioners	konverteringers
konvertere	omsætte;omsætte;omlægge;omlægge;omvende sig
konverter	omsæt;omlæg
konverteret	omsat;omlagt
konverterer	omsætter;omlægger
konverterende	omsættende;omlæggende
konverterede	omsatte;omlagde
konverteres	omsættes;omlægges
konverteredes	omsattes;omlagdes
konvertering	konversion;konversion
konverteringen	konversionen
konverteringens	konversionens
konverterings	konversions
konverteringerne	konversionerne
konverteringernes	konversionernes
konverteringer	konversioner
konverteringers	konversioners
konvertibel	omsættelig;omsættelig
konvertible	omsættelige
konvertibelt	omsætteligt
konvojere	eskortere;eskortere
konvojer	eskorter
konvojeret	eskorteret
konvojerer	eskorterer
konvojerende	eskorterende
konvojerede	eskorterede
konvojeres	eskorteres
konvojeredes	eskorteredes
konvolut	kuvert;kuvert
konvolutten	kuverten
konvoluttens	kuvertens
konvoluts	kuverts
konvolutterne	kuverterne
konvolutternes	kuverternes
konvolutter	kuverter
konvolutters	kuverters
konvolutere	kuvertere;kuvertere
konvoluter	kuverter
konvoluteret	kuverteret
konvoluterer	kuverterer
konvoluterende	kuverterende
konvoluterede	kuverterede
konvoluteres	kuverteres
konvoluteredes	kuverteredes
koordination	koordinering;koordinering;koordinering;koordinationsevne;koordinering
koordinationen	koordineringen;koordineringen
koordinationens	koordineringens;koordineringens
koordinations	koordinerings;koordinerings
koordinationerne	koordineringerne;koordineringerne
koordinationernes	koordineringernes;koordineringernes
koordinationer	koordineringer;koordineringer
koordinationers	koordineringers;koordineringers
koordinationsevne	koordination;koordinering
koordinationsgruppe	koordineringsgruppe
koordinationsudvalg	koordineringsudvalg
koordinere	samordne;samordne
koordiner	samordn
koordineret	samordnet
koordinerer	samordner
koordinerende	samordnende
koordinerede	samordnede
koordineres	samordnes
koordineredes	samordnedes
koordinering	samordning;koordination;samordning;koordination;koordination;koordination
koordineringen	samordningen;koordinationen;koordinationen
koordineringens	samordningens;koordinationens;koordinationens
