11-meterplet	straffesparksplet
knuses	smadres;pulveriseres;krammes
knustes	smadredes;pulveriseredes;krammedes
knuseren	knusemaskinen
knuserens	knusemaskinens
knusers	knusemaskines
knuserne	knusemaskinerne
knusernes	knusemaskinernes
knusere	knusemaskiner
knuseres	knusemaskiners
kny	gøre vrøvl;klage sig
knægt	bonde;bonde
knægten	bonden
knægtens	bondens
knægts	bondes
knægtene	bønderne
knægtenes	bøndernes
knægte	bønder
knægtes	bønders
knægtelse	undertrykkelse;undertrykkelse
knægtelsen	undertrykkelsen
knægtelsens	undertrykkelsens
knægtelses	undertrykkelses
knægtelserne	undertrykkelserne
knægtelsernes	undertrykkelsernes
knægtelser	undertrykkelser
knægtelsers	undertrykkelsers
knæk	smæld;smæld;smæld;knak;bræk;betving;knægt
knækket	smældet;brækket;betvunget;knægtet
knækkets	smældets
knæks	smælds;smælds
knækkene	smældene
knækkenes	smældenes
knække	brække;brække;betvinge;knægte;betvinge;knægte
knækker	brækker;betvinger;knægter
knækkende	brækkende;betvingende;knægtende
knækkede	brækkede;betvang;knægtede
knækkes	brækkes;betvinges;knægtes
knækkedes	brækkedes;knægtedes
knækpølse	knæk
knækæg	klinkeæg;klinkeæg;klinkeæg
knækægget	klinkeægget
knækæggets	klinkeæggets
knækægs	klinkeægs;klinkeægs
knækæggene	klinkeæggene
knækæggenes	klinkeæggenes
knæler	Mantodea
knæstrømpe	sportsstrømpe;sportsstrømpe
knæstrømpen	sportsstrømpen
knæstrømpens	sportsstrømpens
knæstrømpes	sportsstrømpes
knæstrømperne	sportsstrømperne
knæstrømpernes	sportsstrømpernes
knæstrømper	sportsstrømper
knæstrømpers	sportsstrømpers
koagulation	koagulering;koagulering
koagulationen	koaguleringen
koagulationens	koaguleringens
koagulations	koagulerings
koagulationerne	koaguleringerne
koagulationernes	koaguleringernes
koagulationer	koaguleringer
koagulationers	koaguleringers
koagulere	stivne;størkne;stivne;størkne
koaguler	stivn;størkn
koaguleret	stivnet;størknet
koagulerer	stivner;størkner
koagulerende	stivnende;størknende
koagulerede	stivnede;størknede
koaguleres	stivnes;størknes
koaguleredes	stivnedes;størknedes
koagulering	koagulation;koagulation
koaguleringen	koagulationen
koaguleringens	koagulationens
koagulerings	koagulations
koaguleringerne	koagulationerne
koaguleringernes	koagulationernes
koaguleringer	koagulationer
koaguleringers	koagulationers
koala	koalabjørn;pungbjørn;Phascolarctos cinereus;koalabjørn
koalaen	koalabjørnen
koalaens	koalabjørnens
koalas	koalabjørns
koalaerne	koalabjørnene
koalaernes	koalabjørnenes
koalaer	koalabjørne
koalaers	koalabjørnes
koalabjørn	koala;pungbjørn;Phascolarctos cinereus;koala
koalabjørnen	koalaen
koalabjørnens	koalaens
koalabjørns	koalas
koalabjørnene	koalaerne
koalabjørnenes	koalaernes
koalabjørne	koalaer
koalabjørnes	koalaers
koalitionsregering	regeringskoalition
kobber	kobbertøj;kobbertøj
kobberet	kobbertøjet
kobberets	kobbertøjets
kobbers	kobbertøjs
kobberkis	chalcopyrit
kobberrød	kobberfarvet;kokrød;kokrød
kobberrøde	kobberfarvede;kokrøde
kobberrødt	kokrødt
kobbersneppe	Limosa
kobberstik	kobbertryk;kobbertryk;kobbertryk
kobberstikket	kobbertrykket
kobberstikkets	kobbertrykkets
kobberstiks	kobbertryks;kobbertryks
kobberstikkene	kobbertrykkene
kobberstikkenes	kobbertrykkenes
kobberstikker	kobbertrykker
kobbersulfat	blåsten;kobbervitriol
kobbersulfatet	kobbervitriolet
kobbersulfatets	kobbervitriolets
kobbertryk	kobberstik;kobberstik;kobberstik
kobbertrykket	kobberstikket
kobbertrykkets	kobberstikkets
kobbertryks	kobberstiks;kobberstiks
kobbertrykkene	kobberstikkene
kobbertrykkenes	kobberstikkenes
kobbertrykker	kobberstikker
kobbertøj	kobber;kobber
kobbertøjet	kobberet
kobbertøjets	kobberets
kobbertøjs	kobbers
kobjælde	koklokke;Pulsatilla
koblerske	Kirsten Giftekniv
koblingspedal	kobling
kobra	kobraslange;Naja;kobraslange
kobraen	kobraslangen
kobraens	kobraslangens
kobras	kobraslanges
kobraerne	kobraslangerne
kobraernes	kobraslangernes
kobraer	kobraslanger
kobraers	kobraslangers
kobraslange	kobra;Naja;kobra
kobraslangen	kobraen
kobraslangens	kobraens
kobraslanges	kobras
kobraslangerne	kobraerne
kobraslangernes	kobraernes
kobraslanger	kobraer
kobraslangers	kobraers
kochenille	kaktuslus;Dactylopius coccus
kode	kodeks;programmere;programmere
koden	kodeksen
kodens	kodeksens
kod	programmer
kodet	programmeret
koder	programmerer
kodende	programmerende
kodede	programmerede
kodes	programmeres
kodedes	programmeredes
kodebånd	hulstrimmel
kodeks	kode
kodeksen	koden
kodeksens	kodens
kodelås	kombinationslås
kodeord	løsen;løsen;løsener
kodeordet	løsenet
kodeordets	løsenets
kodeords	løsens;løseners
kodeordene	løsenerne
kodeordenes	løsenernes
kodeskrift	chifferskrift;chifferskrift
kodeskriften	chifferskriften
kodeskriftens	chifferskriftens
kodeskrifts	chifferskrifts
kodificering	kodifikation;kodifikation
kodificeringen	kodifikationen
kodificeringens	kodifikationens
kodificerings	kodifikations
kodificeringerne	kodifikationerne
kodificeringernes	kodifikationernes
kodificeringer	kodifikationer
kodificeringers	kodifikationers
kodifikation	kodificering;kodificering
kodifikationen	kodificeringen
kodifikationens	kodificeringens
kodifikations	kodificerings
kodifikationerne	kodificeringerne
kodifikationernes	kodificeringernes
kodifikationer	kodificeringer
kodifikationers	kodificeringers
kodriver	Primula
kodylbrandert	kæmpebrandert
kodylfed	herrefed
kodylsvipser	kæmpesvipser
koffardi	koffardifart
koffardifart	koffardi
koffein	tein
koffeinet	teinet
koffeinets	teinets
kogalskab	BSE
kogekande	elkedel;elkoger
kogekedel	elkedel
kogekone	kogerske;kogerske
kogekonen	kogersken
kogekonens	kogerskens
kogekones	kogerskes
kogekonerne	kogerskerne
kogekonernes	kogerskernes
kogekoner	kogersker
kogekoners	kogerskers
kogekunst	madkunst;gastronomi;gastronomi
kogekunsten	gastronomien
kogekunstens	gastronomiens
kogekunsts	gastronomis
kogende	tordnende
kogeplade	plade;plade
kogepladen	pladen
kogepladens	pladens
kogeplades	plades
kogepladerne	pladerne
kogepladernes	pladernes
kogeplader	plader
kogepladers	pladers
koger	fed
kogerske	kogekone;kogekone
kogersken	kogekonen
kogerskens	kogekonens
kogerskes	kogekones
kogerskerne	kogekonerne
kogerskernes	kogekonernes
kogersker	kogekoner
kogerskers	kogekoners
kogeø	køkkenø
kogger	pilekogger;pilekogger
koggeret	pilekoggeret
koggerets	pilekoggerets
koggers	pilekoggers
koggerne	pilekoggerne
koggernes	pilekoggernes
koggere	pilekoggere
koggeres	pilekoggeres
koghed	skoldhed;skoldhed
koghede	skoldhede
koghedt	skoldhedt
koglepalme	Cycadaceae
kognition	erkendelse;erkendelse
kognitionen	erkendelsen
kognitionens	erkendelsens
kognitions	erkendelses
kogsalt	salt;salt
kogsaltet	saltet
kogsaltets	saltets
kogsalts	salts
kogødning	komøg
kohl	eyeliner;eyeliner
kohlen	eyelineren
kohlens	eyelinerens
kohls	eyeliners
kohlerne	eyelinerne
kohlernes	eyelinernes
kohler	eyelinere
kohlers	eyelineres
kohvede	Melampyrum
koka	kokaplante;Erythroxylum coca;Erythroxylon coca
kokage	kokasse;kokasse
kokagen	kokassen
kokagens	kokassens
kokages	kokasses
kokagerne	kokasserne
kokagernes	kokassernes
kokager	kokasser
kokagers	kokassers
kokain	coke;cola;sne
kokainen	colaen;sneen
kokainens	colaens;sneens
kokasse	koklat;kokage;kokage
kokassen	kokagen
kokassens	kokagens
kokasses	kokages
kokasserne	kokagerne
kokassernes	kokagernes
kokasser	kokager
kokassers	kokagers
koklat	kokasse
kokleare	skørbugsurt;Cochlearia officinalis
koklokke	kobjælde
kokos	kokostæppe
kokosolie	kokosfedt;kokossmør
kokospalme	Cocos nucifera
kokrød	kobberrød;kobberrød
kokrøde	kobberrøde
kokrødt	kobberrødt
koks	kuk
kokset	kukket
koksets	kukkets
kokse	kokse ud
koksgrå	mørkegrå;antracitgrå;mørkegrå;mørkegrå
koksgråt	mørkegråt
KOL	rygerlunger
kolbe	glaskolbe;kaffekolbe
kold	kold i røven
koldbrand	gangræn
koldskål	kærnemælkskoldskål;kærnemælkskoldskål
koldskålen	kærnemælkskoldskålen
koldskålens	kærnemælkskoldskålens
koldskåls	kærnemælkskoldskåls
kolibri	Trochilidae
kolik	mavesmerter;mavekneb
kollabere	kollapse;kollapse;besvime;besvime
kollaber	kollaps;besvim
kollaberet	kollapset;besvimet
kollaberer	kollapser;besvimer
kollaberende	kollapsende;besvimende
kollaberede	kollapsede;besvimede
kollaberes	kollapses;besvimes
kollaberedes	kollapsedes;besvimedes
kollapse	kollabere;kollabere
kollaps	kollaber
kollapset	kollaberet
kollapser	kollaberer
kollapsende	kollaberende
kollapsede	kollaberede
kollapses	kollaberes
kollapsedes	kollaberedes
kollation	kollationering;kollationering
kollationen	kollationeringen
kollationens	kollationeringens
kollations	kollationerings
kollationerne	kollationeringerne
kollationernes	kollationeringernes
kollationer	kollationeringer;konferer
kollationers	kollationeringers
kollationere	konferere;konferere
kollationeret	konfereret
kollationerer	konfererer
kollationerende	konfererende
kollationerede	konfererede
kollationeres	konfereres
kollationeredes	konfereredes
kollationering	kollation;kollation
kollationeringen	kollationen
kollationeringens	kollationens
kollationerings	kollations
kollationeringerne	kollationerne
kollationeringernes	kollationernes
kollationeringer	kollationer
kollationeringers	kollationers
kollega	arbejdskollega;arbejdsfælle
kollektbøsse	kirkebøsse
kollektion	lotterikollektion;lotterikollektion
kollektionen	lotterikollektionen
kollektionens	lotterikollektionens
kollektions	lotterikollektions
kollektionerne	lotterikollektionerne
kollektionernes	lotterikollektionernes
kollektioner	lotterikollektioner
kollektioners	lotterikollektioners
kollektiv	fælles
kollektivisme	kollektivitet;kollektivitet
kollektivismen	kollektiviteten
kollektivismens	kollektivitetens
kollektivismes	kollektivitets
kollektivitet	kollektivisme;kollektivisme
kollektiviteten	kollektivismen
kollektivitetens	kollektivismens
kollektivitets	kollektivismes
kollektrice	lotterikollektrice
kollektør	lotterikollektør
kollidere	støde sammen
kolokvint	Citrullus colocynthis
koloni	besiddelse;besiddelse
kolonien	besiddelsen
koloniens	besiddelsens
kolonis	besiddelses
kolonierne	besiddelserne
koloniernes	besiddelsernes
kolonier	besiddelser
koloniers	besiddelsers
kolonialforretning	kolonialhandel
kolonialhandel	kolonialforretning
kolonialvare	kolonial
kolonisation	kolonisering;kolonisering
kolonisationen	koloniseringen
kolonisationens	koloniseringens
kolonisations	koloniserings
kolonisationerne	koloniseringerne
kolonisationernes	koloniseringernes
kolonisationer	koloniseringer
kolonisationers	koloniseringers
kolonisering	kolonisation;kolonisation
koloniseringen	kolonisationen
koloniseringens	kolonisationens
koloniserings	kolonisations
koloniseringerne	kolonisationerne
koloniseringernes	kolonisationernes
koloniseringer	kolonisationer
koloniseringers	kolonisationers
kolonist	nybygger;nybygger
kolonisten	nybyggeren
kolonistens	nybyggerens
kolonists	nybyggers
kolonisterne	nybyggerne
kolonisternes	nybyggernes
kolonister	nybyggere
kolonisters	nybyggeres
kolonnade	søjlegang;søjlegang
kolonnaden	søjlegangen
kolonnadens	søjlegangens
kolonnades	søjlegangs
kolonnaderne	søjlegangene
kolonnadernes	søjlegangenes
kolonnader	søjlegange
kolonnaders	søjleganges
kolonne	kolonneapparat
kolorere	farvelægge;farvelægge
kolorer	farvelæg
koloreret	farvelagt
kolorerer	farvelægger
kolorerende	farvelæggende
kolorerede	farvelagde
koloreres	farvelægges
koloreredes	farvelagdes
kolorit	kulør;kulør;lokalkolorit;lokalkolorit
koloritten	kuløren;lokalkoloritten
kolorittens	kulørens;lokalkolorittens
kolorits	kulørs;lokalkolorits
koloritterne	kulørerne
koloritternes	kulørernes
koloritter	kulører
koloritters	kulørers
kolos	mastodont;mastodont;gigant;sværvægter;gigant;sværvægter
kolossen	mastodonten;giganten;sværvægteren
kolossens	mastodontens;gigantens;sværvægterens
kolos'	mastodonts;gigants;sværvægters
kolosserne	mastodonterne;giganterne;sværvægterne
kolossernes	mastodonternes;giganternes;sværvægternes
kolosser	mastodonter;giganter;sværvægtere
kolossers	mastodonters;giganters;sværvægteres
kolossal	enorm;gigantisk;enorm;utrolig;enormt;utrolig
kolossale	enorme;gigantiske;utrolige
kolossalt	enormt;utroligt
kolostrum	råmælk
kolportage	kolportering;kolportering
kolportagen	kolporteringen
kolportagens	kolporteringens
kolportages	kolporterings
kolportere	udbrede;sprede;udbrede;sprede
kolporter	udbred;spred
kolporteret	udbredt;spredt
kolporterer	udbreder;spreder
kolporterende	udbredende;spredende
kolporterede	udbredte;spredte
kolporteres	udbredes;spredes
kolporteredes	udbredtes;spredtes
kolumbarium	urnehal
kolumne	klumme;column;klumme;klumme;klumme
kolumnen	klummen;klummen
kolumnens	klummens;klummens
kolumnes	klummes;klummes
kolumnerne	klummerne;klummerne
kolumnernes	klummernes;klummernes
kolumner	klummer;klummer
kolumners	klummers;klummers
kolumnist	klummeskriver;klummeskriver
kolumnisten	klummeskriveren
kolumnistens	klummeskriverens
kolumnists	klummeskrivers
kolumnisterne	klummeskriverne
kolumnisternes	klummeskrivernes
kolumnister	klummeskrivere
kolumnisters	klummeskriveres
kombattant	konkurrent;rival;konkurrent;rival
kombattanten	konkurrenten;rivalen
kombattantens	konkurrentens;rivalens
kombattants	konkurrents;rivals
kombattanterne	konkurrenterne;rivalerne
kombattanternes	konkurrenternes;rivalernes
kombattanter	konkurrenter;rivaler
kombattanters	konkurrenters;rivalers
kombination	forbindelse;kombinering;forbindelse;kombinering
kombinationen	forbindelsen;kombineringen
kombinationens	forbindelsens;kombineringens
kombinations	forbindelses;kombinerings
kombinationerne	forbindelserne;kombineringerne
kombinationernes	forbindelsernes;kombineringernes
kombinationer	forbindelser;kombineringer
kombinationers	forbindelsers;kombineringers
kombinationslås	kodelås
komediespil	forstillelse
kometkarriere	lynkarriere;lynkarriere
kometkarrieren	lynkarrieren
kometkarrierens	lynkarrierens
kometkarrieres	lynkarrieres
kometkarriererne	lynkarriererne
kometkarrierernes	lynkarrierernes
kometkarrierer	lynkarrierer
kometkarrierers	lynkarrierers
komfort	bekvemmelighed;bekvemmelighed
komforten	bekvemmeligheden
komfortens	bekvemmelighedens
komforts	bekvemmeligheds
komfortabel	bekvem;bekvem
komfortable	bekvemme
komfortabelt	bekvemt
komité	udvalg
kommandantskab	kommandantur
kommandere	befale;beordre;befale;beordre
kommander	befal;beordr
kommanderet	befalet;beordret
kommanderer	befaler;beordrer
kommanderende	befalende;beordrende
kommanderede	befalede;beordrede
kommanderes	befales;beordres
kommanderedes	befaledes;beordredes
kommando	befaling;befaling;instruks;instruks
kommandoen	befalingen;instruksen
kommandoens	befalingens;instruksens
kommandos	befalings;instruks'
kommandoerne	befalingerne;instrukserne
kommandoernes	befalingernes;instruksernes
kommandoer	befalinger;instrukser
kommandoers	befalingers;instruksers
kommandobro	bro;bro
kommandobroen	broen
kommandobroens	broens
kommandobros	bros
kommandobroerne	broerne
kommandobroernes	broernes
kommandobroer	broer
kommandobroers	broers
kommandoøkonomi	planøkonomi
komme	ankomme;indfinde sig;skyldes;putte;putte;dukke op;vise sig
kom	put;puttede
kommet	puttet
kommer	putter
kommende	puttende;følgende;næstkommende
kommes	puttes
kommen	Carum carvi
kommers	postyr;ballade;ballade
kommersen	balladen
kommersens	balladens
kommers'	ballades
kommission	opdrag;provision;provision
kommissionen	provisionen
kommissionens	provisionens
kommissions	provisions
kommissionerne	provisionerne
kommissionernes	provisionernes
kommissioner	provisioner
kommissioners	provisioners
kommissionsmedlem	kommissær;EU-kommissær
kommunalbestyrelsesmedlem	kommunalpolitiker
kommunalforvaltning	kommunal forvaltning;lokalforvaltning
kommunalvalg	byrådsvalg
kommune	primærkommune;primærkommune
kommunen	primærkommunen
kommunens	primærkommunens
kommunes	primærkommunes
kommunerne	primærkommunerne
kommunernes	primærkommunernes
kommuner	primærkommuner
kommuners	primærkommuners
kommunefarvet	leverpostejfarvet
kommunelærer	folkeskolelærer
kommuneplan	dispositionsplan
kommuneskole	folkeskole;folkeskole
kommuneskolen	folkeskolen
kommuneskolens	folkeskolens
kommuneskoles	folkeskoles
kommuneskolerne	folkeskolerne
kommuneskolernes	folkeskolernes
kommuneskoler	folkeskoler
kommuneskolers	folkeskolers
kommunikationskanal	medie
kommunikationsmiddel	meddelelsesmiddel;meddelelsesmiddel
kommunikationsmidlet	meddelelsesmidlet
kommunikationsmidlets	meddelelsesmidlets
kommunikationsmiddels	meddelelsesmiddels
kommunikationsmidlerne	meddelelsesmidlerne
kommunikationsmidlernes	meddelelsesmidlernes
kommunikationsmidler	meddelelsesmidler
kommunikationsmidlers	meddelelsesmidlers
kommunikationssatellit	telesatellit
kommunikationsteori	informationsteori
kommunikere	kommunikere ud
kommunitaristisk	kommunitær
kommunitaristiske	kommunitære
kommunitær	kommunitaristisk
kommunitære	kommunitaristiske
kompagni	underafdeling
kompagnon	partner;partner
kompagnonen	partneren
kompagnonens	partnerens
kompagnons	partners
kompagnonerne	partnerne
kompagnonernes	partnernes
kompagnoner	partnere
kompagnoners	partneres
kompakt	komprimeret
komparation	gradbøjning;gradbøjning
komparationen	gradbøjningen
komparationens	gradbøjningens
komparations	gradbøjnings
komparationerne	gradbøjningerne
komparationernes	gradbøjningernes
komparationer	gradbøjninger
komparationers	gradbøjningers
komparativ	højere grad;sammenlignende
kompasrose	vindrose;vindrose
kompasrosen	vindrosen
kompasrosens	vindrosens
kompasroses	vindroses
kompasroserne	vindroserne
kompasrosernes	vindrosernes
kompasroser	vindroser
kompasrosers	vindrosers
kompatibel	forenelig;forenelig
kompatible	forenelige
kompatibelt	foreneligt
kompensation	kompensering;kompensering;korrektion;korrektion
kompensationen	kompenseringen;korrektionen
kompensationens	kompenseringens;korrektionens
kompensations	kompenserings;korrektions
kompensationerne	kompenseringerne;korrektionerne
kompensationernes	kompenseringernes;korrektionernes
kompensationer	kompenseringer;korrektioner
kompensationers	kompenseringers;korrektioners
kompensering	kompensation;korrektion;kompensation;korrektion
kompenseringen	kompensationen;korrektionen
kompenseringens	kompensationens;korrektionens
kompenserings	kompensations;korrektions
kompenseringerne	kompensationerne;korrektionerne
kompenseringernes	kompensationernes;korrektionernes
kompenseringer	kompensationer;korrektioner
kompenseringers	kompensationers;korrektioners
kompetencestrid	kompetencestridigheder
kompilation	kompilering;kompilering
kompilationen	kompileringen
kompilationens	kompileringens
kompilations	kompilerings
kompilationerne	kompileringerne
kompilationernes	kompileringernes
kompilationer	kompileringer
kompilationers	kompileringers
kompilator	compiler
kompilering	kompilation;kompilation
kompileringen	kompilationen
kompileringens	kompilationens
kompilerings	kompilations
kompileringerne	kompilationerne
kompileringernes	kompilationernes
kompileringer	kompilationer
kompileringers	kompilationers
kompleks	sammensat
komplekse	sammensatte
komplet	fuldstændig;total;fuldstændig;fuldstændigt;total;totalt;fuldstændig;total;fuldkommen;fuldstændig;fuldstændigt;total;totalt;fuldkommen;fuldkomment
komplette	fuldstændige;totale;fuldstændige;totale;fuldkomne
komplettere	fuldstændiggøre;fuldstændiggøre
kompletter	fuldstændiggør
kompletteret	fuldstændiggjort
kompletterer	fuldstændiggør
kompletterende	fuldstændiggørende
kompletterede	fuldstændiggjorde
kompletteres	fuldstændiggøres
kompletteredes	fuldstændiggjordes
komplettering	fuldstændiggørelse;fuldstændiggørelse
kompletteringen	fuldstændiggørelsen
kompletteringens	fuldstændiggørelsens
kompletterings	fuldstændiggørelses
kompletteringerne	fuldstændiggørelserne
kompletteringernes	fuldstændiggørelsernes
kompletteringer	fuldstændiggørelser
kompletteringers	fuldstændiggørelsers
komplians	compliance;adhærens
komplicerthed	indviklethed;uoverskuelighed
komplot	sammensværgelse
komposition	musikstykke;billedkomposition;billede
kompositionel	kompositorisk
kompositionelle	kompositoriske
kompositmateriale	komposit
kompositorisk	kompositionel
kompositoriske	kompositionelle
kompositplast	komposit plast
komposttønde	kompostbeholder
kompot	frugtkompot
kompression	komprimering;sammenpresning;komprimering;sammenpresning
kompressionen	komprimeringen;sammenpresningen
kompressionens	komprimeringens;sammenpresningens
kompressions	komprimerings;sammenpresnings
kompressionerne	komprimeringerne;sammenpresningerne
kompressionernes	komprimeringernes;sammenpresningernes
kompressioner	komprimeringer;sammenpresninger
kompressioners	komprimeringers;sammenpresningers
komprimere	koncentrere;intensivere;koncentrere;intensivere
komprimer	koncentrer;intensiver
komprimeret	koncentreret;intensiveret
komprimerer	koncentrerer;intensiverer
komprimerende	koncentrerende;intensiverende
komprimerede	koncentrerede;intensiverede
komprimeres	koncentreres;intensiveres
komprimeredes	koncentreredes;intensiveredes
kompromittere	skandalisere;skandalisere
kompromitter	skandaliser
kompromitteret	skandaliseret
kompromitterer	skandaliserer
kompromitterende	skandaliserende
kompromitterede	skandaliserede
kompromitteres	skandaliseres
kompromitteredes	skandaliseredes
komsammen	sammenkomst
komøg	kolort
koncentrationslejr	kz-lejr;kz-lejr
koncentrationslejren	kz-lejren
koncentrationslejrens	kz-lejrens
koncentrationslejrs	kz-lejrs
koncentrationslejrene	kz-lejrene
koncentrationslejrenes	kz-lejrenes
koncentrationslejre	kz-lejre
koncentrationslejres	kz-lejres
koncentrere	fokusere;fokusere;sammentrænge;sammentrænge
koncentrer	fokuser;sammentræng
koncentreret	fokuseret;sammentrængt
koncentrerer	fokuserer;sammentrænger
koncentrerende	fokuserende;sammentrængende
koncentrerede	fokuserede;sammentrængte
koncentreres	fokuseres;sammentrænges
koncentreredes	fokuseredes;sammentrængtes
koncept	kladde
koncepten	kladden
konceptens	kladdens
konception	undfangelse;undfangelse
konceptionen	undfangelsen
konceptionens	undfangelsens
konceptions	undfangelses
konceptionerne	undfangelserne
konceptionernes	undfangelsernes
konceptioner	undfangelser
konceptioners	undfangelsers
koncilium	synode
koncipere	undfange;undfange
konciper	undfang
konciperet	undfanget
konciperer	undfanger
konciperende	undfangende
konciperede	undfangede
konciperes	undfanges
konciperedes	undfangedes
kondensat	tjære
kondensation	kondensering;kondensering
kondensationen	kondenseringen
kondensationens	kondenseringens
kondensations	kondenserings
kondensationerne	kondenseringerne
kondensationernes	kondenseringernes
kondensationer	kondenseringer
kondensationers	kondenseringers
kondensator	kapacitor;kondensor;kondensor
kondensatoren	kondensoren
kondensatorens	kondensorens
kondensators	kondensors
kondensatorerne	kondensorerne
kondensatorernes	kondensorernes
kondensatorer	kondensorer
kondensatorers	kondensorers
kondensere	fortætte;fortætte
kondenser	fortæt
kondenseret	fortættet
kondenserer	fortætter
kondenserende	fortættende
kondenserede	fortættede
kondenseres	fortættes
kondenseredes	fortættedes
kondensering	kondensation;fortætning;kondensation;fortætning;essens;koncentrat;essens
kondenseringen	kondensationen;fortætningen;essensen
kondenseringens	kondensationens;fortætningens;essensens
kondenserings	kondensations;fortætnings;essens'
kondenseringerne	kondensationerne;fortætningerne;essenserne
kondenseringernes	kondensationernes;fortætningernes;essensernes
kondenseringer	kondensationer;fortætninger;essenser
kondenseringers	kondensationers;fortætningers;essensers
kondensor	kondensator;kondensator
kondensoren	kondensatoren
kondensorens	kondensatorens
kondensors	kondensators
kondensorerne	kondensatorerne
kondensorernes	kondensatorernes
kondensorer	kondensatorer
kondensorers	kondensatorers
kondensvand	kondens
kondicykel	motionscykel;motionscykel
kondicyklen	motionscyklen
kondicyklens	motionscyklens
kondicykels	motionscykels
kondicyklerne	motionscyklerne
kondicyklernes	motionscyklernes
kondicykler	motionscykler
kondicyklers	motionscyklers
kondiløb	motionsløb
kondiløber	motionsløber
kondisko	joggingsko
kondisti	motionssti;motionssti
kondistien	motionsstien
kondistiens	motionsstiens
kondistis	motionsstis
kondistierne	motionsstierne
kondistiernes	motionsstiernes
kondistier	motionsstier
kondistiers	motionsstiers
kondital	konditionstal
konditest	konditionstest
kondition	form;kondi;form;form;kondi;vilkår
konditionen	formen;formen;kondien
konditionens	formens;formens;kondiens
konditions	forms;forms;kondis
konditionerne	formene;formerne
konditionernes	formenes;formernes
konditioner	forme;former
konditioners	formes;formers
konditionstræning	konditræning
konditræning	konditionstræning
kondom	præservativ;gummi;præservativ
kondomet	præservativet;gummiet
kondomets	præservativets;gummiets
kondoms	præservativs
kondomerne	præservativerne
kondomernes	præservativernes
kondomer	præservativer
kondomers	præservativers
kondor	Vultur gryphus
konduite	situationsfornemmelse;åndsnærværelse;situationsfornemmelse;åndsnærværelse
konduiten	situationsfornemmelsen;åndsnærværelsen
konduitens	situationsfornemmelsens;åndsnærværelsens
konduites	situationsfornemmelses;åndsnærværelses
kondylom	kønsvorte
kone	hustru;frue;viv;kælling;hustru;frue;viv;kælling;kælling;kælling
konen	hustruen;fruen;viven;kællingen;kællingen
konens	hustruens;fruens;vivens;kællingens;kællingens
kones	hustrus;frues;vivs;kællings;kællings
konerne	hustruerne;fruerne;kællingerne;kællingerne
konernes	hustruernes;fruernes;kællingernes;kællingernes
koner	hustruer;fruer;kællinger;kællinger
koners	hustruers;fruers;kællingers;kællingers
konferencelokale	konferencerum;konferenceværelse
konferencerum	konferenceværelse;konferencelokale
konferenceværelse	konferencerum;konferencelokale
konfession	trosbekendelse;trosbekendelse
konfessionen	trosbekendelsen
konfessionens	trosbekendelsens
konfessions	trosbekendelses
konfessionerne	trosbekendelserne
konfessionernes	trosbekendelsernes
konfessioner	trosbekendelser
konfessioners	trosbekendelsers
konfirmandforberedelse	konfirmationsforberedelse;konfirmandundervisning
konfirmandord	konfirmationsord
konfirmandundervisning	konfirmationsforberedelse;konfirmandforberedelse
konfirmationsforberedelse	konfirmandforberedelse;konfirmandundervisning
konfirmationsord	konfirmandord
konfiskation	konfiskering;konfiskering
konfiskationen	konfiskeringen
konfiskationens	konfiskeringens
konfiskations	konfiskerings
konfiskationerne	konfiskeringerne
konfiskationernes	konfiskeringernes
konfiskationer	konfiskeringer
konfiskationers	konfiskeringers
konfiskere	inddrage
konfiskering	konfiskation;konfiskation
konfiskeringen	konfiskationen
konfiskeringens	konfiskationens
konfiskerings	konfiskations
konfiskeringerne	konfiskationerne
konfiskeringernes	konfiskationernes
konfiskeringer	konfiskationer
konfiskeringers	konfiskationers
konfiture	konfekt;konfekt
konfituren	konfekten
konfiturens	konfektens
konfitures	konfekts
konfiturerne	konfekterne
konfiturernes	konfekternes
konfiturer	konfekter
konfiturers	konfekters
konflikt	strid;stridighed;strid;stridighed;arbejdskonflikt
konflikten	striden;stridigheden
konfliktens	stridens;stridighedens
konflikts	strids;stridigheds
konflikterne	stridighederne
konflikternes	stridighedernes
konflikter	stridigheder
konflikters	stridigheders
konfliktdiamant	bloddiamant
konfliktfri	konfliktløs
konfliktfyldt	konfliktfuld
konfliktmægler	mediator
konfliktmægling	mediation
konfliktsøgende	konfrontativ
konfrontationstime	katedertime
konfrontativ	konfrontatorisk;konfrontationssøgende
konfrontative	konfrontatoriske
konfronterende	konfrontativ;konfrontatorisk;konfrontationssøgende
konfrontering	konfrontation;konfrontation
konfronteringen	konfrontationen
konfronteringens	konfrontationens
konfronterings	konfrontations
konfronteringerne	konfrontationerne
konfronteringernes	konfrontationernes
konfronteringer	konfrontationer
konfronteringers	konfrontationers
konføderation	statsforbund;statssammenslutning
kongeboa	Boa constrictor
kongedømme	kongerige;kongerige
kongedømmet	kongeriget
kongedømmets	kongerigets
kongedømmes	kongeriges
kongedømmerne	kongerigerne
kongedømmernes	kongerigernes
kongedømmer	kongeriger
kongedømmers	kongerigers
kongehus	kongefamilie;kongeslægt
kongelig	royal;royal
kongelige	royale
kongeligt	royalt
kongelys	Verbascum
kongemagt	kongen
kongenial	åndsbeslægtet
kongerige	kongedømme;monarki;kongedømme;monarki
